,unnamed: 0,item_id,name,categori,price,old_pric,sellable_onlin,link,other_color,short_descript,design,depth,height,width,product_img,unnamed: 15
1344,3193,40489913,mejarp,cabinets & cupboard,75,no old pric,true,https://www.ikea.com/sa/en/p/mejarp-leg-dark-brown-40489913/,no,"leg, dark brown,",unknown,,10.0,,https://www.ikea.com/sa/en/images/products/mejarp-leg-dark-brown__0990573_pe819067_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mejarp-leg-dark-brown__1001966_pe824564_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mejarp-leg-dark-brown__0993810_pe820804_s5.jpg?f=,
1345,1370,49011766,melltorp / add,dining furnitur,277,no old pric,fals,https://www.ikea.com/sa/en/p/melltorp-adde-table-and-2-chairs-white-s49011766/,no,"table and 2 chairs, white,",lisa norinder/marcus arvonen,,,,https://www.ikea.com/sa/en/images/products/melltorp-adde-table-and-2-chairs-white__0737985_pe741286_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-adde-table-and-2-chairs-white__0174114_pe328020_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-adde-table-and-2-chairs-white__0872092_pe716742_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-adde-table-and-2-chairs-white__0870681_pe594905_s5.jpg?f=,
1346,1600,99490764,melltorp / ã„lvsta,furniture set,797,no old pric,fals,https://www.ikea.com/sa/en/p/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-black-s99490764/,no,"table and 2 chairs, white white/rattan black,",unknown,,,,https://www.ikea.com/sa/en/images/products/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-black__1122004_pe874443_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-black__1122003_pe874444_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-black__1122531_pe874612_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-black__0976376_pe813160_s5.jpg?f=,
1347,1598,69490765,melltorp / ã„lvsta,furniture set,797,no old pric,fals,https://www.ikea.com/sa/en/p/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-chrome-plated-s69490765/,no,"table and 2 chairs, white white/rattan chrome-plated,",unknown,,,,https://www.ikea.com/sa/en/images/products/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-chrome-plated__1122006_pe874445_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-chrome-plated__1122005_pe874446_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-chrome-plated__1122531_pe874612_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-chrome-plated__0976376_pe813160_s5.jpg?f=,
1348,1593,69428194,melltorp / kã„ttil,furniture set,677,no old pric,fals,https://www.ikea.com/sa/en/p/melltorp-kaettil-table-and-2-chairs-white-knisa-light-grey-s69428194/,no,"table and 2 chairs, white/knisa light grey,",unknown,,,,https://www.ikea.com/sa/en/images/products/melltorp-kaettil-table-and-2-chairs-white-knisa-light-grey__1016370_pe830348_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-kaettil-table-and-2-chairs-white-knisa-light-grey__1028689_pe835493_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-kaettil-table-and-2-chairs-white-knisa-light-grey__1060747_pe850165_s5.jpg?f=,
1349,1398,99011764,melltorp / mariu,dining furnitur,229,231,fals,https://www.ikea.com/sa/en/p/melltorp-marius-table-and-2-stools-white-black-s99011764/,no,"table and 2 stools, white/black,",lisa norinder/ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/melltorp-marius-table-and-2-stools-white-black__0737990_pe741291_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-marius-table-and-2-stools-white-black__0719974_pe732348_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-marius-table-and-2-stools-white-black__0870681_pe594905_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-marius-table-and-2-stools-white-black__0871991_pe595901_s5.jpg?f=,
1350,1375,89012759,melltorp / mariu,dining furnitur,229,231,fals,https://www.ikea.com/sa/en/p/melltorp-marius-table-and-2-stools-white-red-s89012759/,no,"table and 2 stools, white/red,",lisa norinder/ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/melltorp-marius-table-and-2-stools-white-red__0737991_pe741292_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-marius-table-and-2-stools-white-red__0719975_pe732349_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-marius-table-and-2-stools-white-red__0870681_pe594905_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-marius-table-and-2-stools-white-red__0870685_pe595903_s5.jpg?f=,
1351,1595,29297294,melltorp / nilsov,furniture set,869,no old pric,fals,https://www.ikea.com/sa/en/p/melltorp-nilsove-table-and-2-chairs-white-rattan-white-s29297294/,no,"table and 2 chairs, white rattan/white,",a fredriksson/j hultqvist/w chong/lisa norind,,,,https://www.ikea.com/sa/en/images/products/melltorp-nilsove-table-and-2-chairs-white-rattan-white__0720680_pe732746_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-nilsove-table-and-2-chairs-white-rattan-white__0870240_pe716965_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-nilsove-table-and-2-chairs-white-rattan-white__0870681_pe594905_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-nilsove-table-and-2-chairs-white-rattan-white__0679257_pe719517_s5.jpg?f=,
1352,4648,39011781,melltorp,dining furnitur,179,no old pric,fals,https://www.ikea.com/sa/en/p/melltorp-table-white-s39011781/,no,"table, white,",lisa norind,,,,https://www.ikea.com/sa/en/images/products/melltorp-table-white__0737267_pe740965_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-table-white__1245328_ph190427_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-table-white__0795115_ph165767_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-table-white__1286474_ph181099_s5.jpg?f=,
1353,2598,90280100,melltorp,dining furnitur,139,no old pric,true,https://www.ikea.com/sa/en/p/melltorp-underframe-white-90280100/,no,"underframe, white,",lisa norind,125.0,72.0,75.0,https://www.ikea.com/sa/en/images/products/melltorp-underframe-white__0736910_pe740800_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/melltorp-underframe-white__0871729_pe590516_s5.jpg?f=,
1354,2528,50250713,mick,tables & desk,899,no old pric,true,https://www.ikea.com/sa/en/p/micke-corner-workstation-white-50250713/,ye,"corner workstation, white,",henrik preutz,100.0,142.0,100.0,https://www.ikea.com/sa/en/images/products/micke-corner-workstation-white__0734328_pe739442_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-corner-workstation-white__0403684_pe565688_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-corner-workstation-white__0546702_pe656302_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-corner-workstation-white__0921924_pe788003_s5.jpg?f=,
1355,637,49506593,micke / dagnar,furniture set,"1,044",no old pric,true,https://www.ikea.com/sa/en/p/micke-dagnar-desk-and-chair-white-yellow-s49506593/,ye,"desk and chair, white/yellow",unknown,,,,https://www.ikea.com/sa/en/images/products/micke-dagnar-desk-and-chair-white-yellow__1189390_pe899811_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-dagnar-desk-and-chair-white-yellow__0736022_pe740349_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-dagnar-desk-and-chair-white-yellow__1185360_pe898369_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-dagnar-desk-and-chair-white-yellow__1189389_pe899810_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-dagnar-desk-and-chair-white-yellow__0849937_pe565227_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-dagnar-desk-and-chair-white-yellow__0403530_pe565589_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-dagnar-desk-and-chair-white-yellow__1172585_pe893380_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-dagnar-desk-and-chair-white-yellow__1115140_pe871951_s5.jpg?f=,
1356,642,20244747,mick,children's furnitur,349,no old pric,true,https://www.ikea.com/sa/en/p/micke-desk-black-brown-20244747/,ye,"desk, black-brown,",henrik preutz,50.0,75.0,73.0,https://www.ikea.com/sa/en/images/products/micke-desk-black-brown__0736021_pe740348_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-black-brown__0657146_pe709630_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-black-brown__0921903_pe787995_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-black-brown__0849657_pe565229_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-black-brown__0849679_pe573411_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-black-brown__0403529_pe565588_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-black-brown__0403469_pe565528_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-black-brown__0526705_pe645106_s5.jpg?f=,
1357,2515,80213074,mick,tables & desk,529,no old pric,true,https://www.ikea.com/sa/en/p/micke-desk-white-80213074/,ye,"desk, white,",henrik preutz,50.0,75.0,105.0,https://www.ikea.com/sa/en/images/products/micke-desk-white__0736018_pe740345_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0746525_ph151482_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0773258_ph161164_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0802383_ph161320_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0851508_pe565256_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0851516_pe573416_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0403463_pe565522_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0526706_pe645107_s5.jpg?f=,
1358,2526,90214308,mick,tables & desk,699,no old pric,true,https://www.ikea.com/sa/en/p/micke-desk-white-90214308/,ye,"desk, white,",henrik preutz,50.0,75.0,142.0,https://www.ikea.com/sa/en/images/products/micke-desk-white__0736020_pe740347_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0798273_ph165490_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0798274_ph165491_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0982364_ph175923_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0982365_ph175924_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0851288_pe565258_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0403484_pe565543_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0403543_pe565602_s5.jpg?f=,
1359,494,30213076,mick,tables & desk,349,no old pric,true,https://www.ikea.com/sa/en/p/micke-desk-white-30213076/,ye,"desk, white,",henrik preutz,50.0,75.0,73.0,https://www.ikea.com/sa/en/images/products/micke-desk-white__0736022_pe740349_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0921905_pe787996_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0849937_pe565227_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0849957_pe573413_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0403530_pe565589_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0403470_pe565529_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-desk-white__0526705_pe645106_s5.jpg?f=,
1360,3580,90213078,mick,chests of drawers & drawer unit,399,no old pric,true,https://www.ikea.com/sa/en/p/micke-drawer-unit-on-castors-white-90213078/,ye,"drawer unit on castors, white,",henrik preutz,50.0,75.0,35.0,https://www.ikea.com/sa/en/images/products/micke-drawer-unit-on-castors-white__0627113_pe693172_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-on-castors-white__1200747_ph191990_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-on-castors-white__0973778_ph175192_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-on-castors-white__0798275_ph165488_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-on-castors-white__0398857_pe563027_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-on-castors-white__0961673_pe807702_s5.jpg?f=,
1361,3663,40244751,mick,chests of drawers & drawer unit,395,no old pric,true,https://www.ikea.com/sa/en/p/micke-drawer-unit-with-drop-file-storage-black-brown-40244751/,ye,"drawer unit with drop-file storage, black-brown,",henrik preutz,50.0,75.0,35.0,https://www.ikea.com/sa/en/images/products/micke-drawer-unit-with-drop-file-storage-black-brown__0172835_pe327022_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-with-drop-file-storage-black-brown__0398881_pe563051_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-with-drop-file-storage-black-brown__1206179_pe907401_s5.jpg?f=,
1362,3573,50213080,mick,chests of drawers & drawer unit,395,no old pric,true,https://www.ikea.com/sa/en/p/micke-drawer-unit-with-drop-file-storage-white-50213080/,ye,"drawer unit with drop-file storage, white,",henrik preutz,50.0,75.0,35.0,https://www.ikea.com/sa/en/images/products/micke-drawer-unit-with-drop-file-storage-white__0122832_pe279061_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-with-drop-file-storage-white__0980851_ph172798_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-with-drop-file-storage-white__0980852_ph172797_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-with-drop-file-storage-white__0980860_ph175210_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-with-drop-file-storage-white__0398857_pe563027_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-drawer-unit-with-drop-file-storage-white__1206180_pe907402_s5.jpg?f=,
1363,1268,39436751,micke/ã–rfjã„ll / kallax,tables & desk,"1,173",no old pric,true,https://www.ikea.com/sa/en/p/micke-oerfjaell-kallax-desk-and-storage-combination-and-swivel-chair-white-blue-black-s39436751/,no,"desk and storage combination, and swivel chair white/blue/black",unknown,,,,https://www.ikea.com/sa/en/images/products/micke-oerfjaell-kallax-desk-and-storage-combination-and-swivel-chair-white-blue-black__1026842_pe834563_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-oerfjaell-kallax-desk-and-storage-combination-and-swivel-chair-white-blue-black__1026843_pe834562_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-oerfjaell-kallax-desk-and-storage-combination-and-swivel-chair-white-blue-black__1026841_pe834561_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-oerfjaell-kallax-desk-and-storage-combination-and-swivel-chair-white-blue-black__0526705_pe645106_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-oerfjaell-kallax-desk-and-storage-combination-and-swivel-chair-white-blue-black__0718740_pe731640_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/micke-oerfjaell-kallax-desk-and-storage-combination-and-swivel-chair-white-blue-black__1215327_pe911964_s5.jpg?f=,
1364,3704,70489394,millberget,chair,499,no old pric,true,https://www.ikea.com/sa/en/p/millberget-swivel-chair-murum-black-70489394/,ye,"swivel chair, murum black",unknown,45.0,45.0,70.0,https://www.ikea.com/sa/en/images/products/millberget-swivel-chair-murum-black__1020142_pe831799_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/millberget-swivel-chair-murum-black__1026952_pe834638_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/millberget-swivel-chair-murum-black__1026950_pe834640_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/millberget-swivel-chair-murum-black__1025959_pe834254_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/millberget-swivel-chair-murum-black__1025961_pe834256_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/millberget-swivel-chair-murum-black__1025962_pe834257_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/millberget-swivel-chair-murum-black__1025963_pe834258_s5.jpg?f=,
1365,2951,396416,milsbo,cabinets & cupboard,"1,395",no old pric,true,https://www.ikea.com/sa/en/p/milsbo-glass-door-cabinet-white-00396416/,ye,"glass-door cabinet, white,",jonas hultqvist,42.0,175.0,73.0,https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__0647476_pe704494_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__1052126_pe845942_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__1092850_pe863096_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__0940819_ph173821_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__0851576_pe704495_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__0647479_pe704501_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__0654224_pe710391_s5.jpg?f=,
1366,3024,20452307,milsbo,cabinets & cupboard,"1,145",no old pric,true,https://www.ikea.com/sa/en/p/milsbo-glass-door-cabinet-white-20452307/,ye,"glass-door cabinet, white,",jonas hultqvist,38.0,100.0,101.0,https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__0914355_pe783961_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__0914356_pe783962_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__0851576_pe704495_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__0647479_pe704501_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__0914737_pe784269_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__1009238_ph176772_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/milsbo-glass-door-cabinet-white__0939659_pe794635_s5.jpg?f=,
1367,1983,79418806,minnen,bed,845,no old pric,true,https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-light-pink-s79418806/,ye,"ext bed frame with slatted bed base, light pink,",unknown,,,,https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-light-pink__0944272_pe797209_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-light-pink__0944274_pe797210_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-light-pink__0944273_pe797211_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-light-pink__1015968_pe830168_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-light-pink__1028608_ph178105_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-light-pink__0974742_pe812540_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-light-pink__1019146_ph178102_s5.jpg?f=,
1368,1688,29123958,minnen,bed,845,no old pric,true,https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-white-s29123958/,ye,"ext bed frame with slatted bed base, white,",ikea of sweden/tina christensen,,,,https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-white__0636271_pe697771_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-white__0749257_pe745635_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-white__0754809_pe748110_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-white__1015968_pe830168_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-white__0761424_ph158872_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/minnen-ext-bed-frame-with-slatted-bed-base-white__0666181_ph146643_s5.jpg?f=,
1369,2623,9521722,mittcirkel / alex,tables & desk,"1,190",no old pric,true,https://www.ikea.com/sa/en/p/mittcirkel-alex-desk-lively-pine-effect-white-s09521722/,no,"desk, lively pine effect/white,",unknown,,,,https://www.ikea.com/sa/en/images/products/mittcirkel-alex-desk-lively-pine-effect-white__1209751_pe909420_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mittcirkel-alex-desk-lively-pine-effect-white__1209817_pe909458_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mittcirkel-alex-desk-lively-pine-effect-white__0977775_pe813763_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mittcirkel-alex-desk-lively-pine-effect-white__1215762_pe912159_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mittcirkel-alex-desk-lively-pine-effect-white__1206339_pe914072_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mittcirkel-alex-desk-lively-pine-effect-white__1216544_pe912432_s5.jpg?f=,
1370,2627,9508754,mittcirkel / tillslag,tables & desk,490,no old pric,true,https://www.ikea.com/sa/en/p/mittcirkel-tillslag-desk-lively-pine-effect-white-s09508754/,ye,"desk, lively pine effect/white,",unknown,,,,https://www.ikea.com/sa/en/images/products/mittcirkel-tillslag-desk-lively-pine-effect-white__1206380_pe907504_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mittcirkel-tillslag-desk-lively-pine-effect-white__0973511_pe812048_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mittcirkel-tillslag-desk-lively-pine-effect-white__1206356_pe907483_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mittcirkel-tillslag-desk-lively-pine-effect-white__1206377_pe907503_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mittcirkel-tillslag-desk-lively-pine-effect-white__1206379_pe907505_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/mittcirkel-tillslag-desk-lively-pine-effect-white__1015178_pe829914_s5.jpg?f=,
1371,1569,89482788,mã–ckelby / fanbyn,furniture set,"6,045",no old pric,true,https://www.ikea.com/sa/en/p/moeckelby-fanbyn-table-and-6-chairs-oak-oak-white-s89482788/,no,"table and 6 chairs, oak/oak white,",unknown,,,,https://www.ikea.com/sa/en/images/products/moeckelby-fanbyn-table-and-6-chairs-oak-oak-white__1097452_pe864949_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-fanbyn-table-and-6-chairs-oak-oak-white__1097453_pe864950_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-fanbyn-table-and-6-chairs-oak-oak-white__0870282_pe694811_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-fanbyn-table-and-6-chairs-oak-oak-white__0949260_pe799598_s5.jpg?f=,
1372,1309,19277036,mã–ckelby / fanbyn,dining furnitur,"6,045",no old pric,true,https://www.ikea.com/sa/en/p/moeckelby-fanbyn-table-and-6-chairs-oak-white-s19277036/,no,"table and 6 chairs, oak/white,",marcus arvonen,,,,https://www.ikea.com/sa/en/images/products/moeckelby-fanbyn-table-and-6-chairs-oak-white__0738061_pe741344_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-fanbyn-table-and-6-chairs-oak-white__0652933_pe707692_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-fanbyn-table-and-6-chairs-oak-white__0949260_pe799598_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-fanbyn-table-and-6-chairs-oak-white__1001849_pe824506_s5.jpg?f=,
1373,1519,59161492,mã–ckelby / norraryd,furniture set,"6,189",no old pric,true,https://www.ikea.com/sa/en/p/moeckelby-norraryd-table-and-6-chairs-oak-black-s59161492/,no,"table and 6 chairs, oak/black,",marcus arvonen/nike karlsson,,,,https://www.ikea.com/sa/en/images/products/moeckelby-norraryd-table-and-6-chairs-oak-black__0737500_pe741140_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-norraryd-table-and-6-chairs-oak-black__0871383_pe717733_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-norraryd-table-and-6-chairs-oak-black__0444608_pe595141_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-norraryd-table-and-6-chairs-oak-black__0870282_pe694811_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-norraryd-table-and-6-chairs-oak-black__0870250_pe516168_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-norraryd-table-and-6-chairs-oak-black__0437248_pe590787_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-norraryd-table-and-6-chairs-oak-black__0872191_pe590638_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-norraryd-table-and-6-chairs-oak-black__0871377_pe591062_s5.jpg?f=,
1374,1644,79277019,mã–ckelby / odg,furniture set,"6,189",no old pric,true,https://www.ikea.com/sa/en/p/moeckelby-odger-table-and-6-chairs-oak-white-beige-s79277019/,no,"table and 6 chairs, oak/white/beige,",j lã¶fgren/j pettersson/marcus arvonen,,,,https://www.ikea.com/sa/en/images/products/moeckelby-odger-table-and-6-chairs-oak-white-beige__0737501_pe741146_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-odger-table-and-6-chairs-oak-white-beige__0871445_pe707703_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-odger-table-and-6-chairs-oak-white-beige__0870282_pe694811_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-odger-table-and-6-chairs-oak-white-beige__0870250_pe516168_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-odger-table-and-6-chairs-oak-white-beige__0949260_pe799598_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moeckelby-odger-table-and-6-chairs-oak-white-beige__0948332_pe798956_s5.jpg?f=,
