,unnamed: 0,item_id,name,categori,price,old_pric,sellable_onlin,link,other_color,short_descript,design,depth,height,width,product_img,unnamed: 15
754,407,29388637,hauga,furniture set,"1,940",no old pric,true,https://www.ikea.com/sa/en/p/hauga-storage-combination-grey-s29388637/,ye,"storage combination, grey,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0917808_pe785994_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0932576_pe791545_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0932577_pe791546_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0942980_pe796692_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0939487_pe794582_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0939470_pe794565_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0917835_pe785981_s5.jpg?f=,
755,2916,9388643,hauga,chests of drawers & drawer unit,"2,685",no old pric,true,https://www.ikea.com/sa/en/p/hauga-storage-combination-grey-s09388643/,ye,"storage combination, grey,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0917816_pe785998_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0932593_pe791555_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0932594_pe791556_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0939466_pe794562_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0943798_pe797047_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0943810_pe797054_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0917837_pe785983_s5.jpg?f=,
756,3660,49388641,hauga,chests of drawers & drawer unit,"2,585",no old pric,true,https://www.ikea.com/sa/en/p/hauga-storage-combination-grey-s49388641/,ye,"storage combination, grey,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0917818_pe786000_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0932602_pe791561_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0932600_pe791559_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0943798_pe797047_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0943810_pe797054_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-grey__0917838_pe785984_s5.jpg?f=,
757,408,99388144,hauga,chests of drawers & drawer unit,"1,740",no old pric,true,https://www.ikea.com/sa/en/p/hauga-storage-combination-white-s99388144/,ye,"storage combination, white,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0914342_pe783951_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0931878_pe791284_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0931879_pe791285_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0948542_pe799088_s5.jpg?f=,
758,155,49388636,hauga,furniture set,"1,840",no old pric,true,https://www.ikea.com/sa/en/p/hauga-storage-combination-white-s49388636/,ye,"storage combination, white,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0917806_pe785993_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0932572_pe791535_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0932573_pe791536_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0943799_pe797048_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0939471_pe794566_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0917834_pe786011_s5.jpg?f=,
759,194,9388638,hauga,furniture set,"1,940",no old pric,true,https://www.ikea.com/sa/en/p/hauga-storage-combination-white-s09388638/,ye,"storage combination, white,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0917810_pe785995_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0932580_pe791547_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0932581_pe791548_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0942981_pe796691_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0939488_pe794583_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0939471_pe794566_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0917835_pe785981_s5.jpg?f=,
760,3066,29388642,hauga,chests of drawers & drawer unit,"2,585",no old pric,true,https://www.ikea.com/sa/en/p/hauga-storage-combination-white-s29388642/,ye,"storage combination, white,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0917819_pe786001_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0932606_pe791539_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0932604_pe791537_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0943799_pe797048_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0943811_pe797055_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0917838_pe785984_s5.jpg?f=,
761,2115,39387901,hauga,dining furnitur,"3,285",no old pric,true,https://www.ikea.com/sa/en/p/hauga-storage-combination-white-s39387901/,ye,"storage combination, white,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0917830_pe785980_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0932646_pe791566_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0943799_pe797048_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0943813_pe797057_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0939471_pe794566_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0943815_pe797059_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-storage-combination-white__0917843_pe785989_s5.jpg?f=,
762,3441,40415045,hauga,tv & media furnitur,895,no old pric,true,https://www.ikea.com/sa/en/p/hauga-tv-bench-grey-40415045/,ye,"tv bench, grey,",ola wihlborg,36.0,54.0,138.0,https://www.ikea.com/sa/en/images/products/hauga-tv-bench-grey__0914118_pe783854_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-bench-grey__0975953_pe812903_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-bench-grey__0939482_pe794577_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-bench-grey__0939515_pe794561_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-bench-grey__0916669_pe785313_s5.jpg?f=,
763,3233,415047,hauga,tv & media furnitur,895,no old pric,true,https://www.ikea.com/sa/en/p/hauga-tv-bench-white-00415047/,ye,"tv bench, white,",ola wihlborg,36.0,54.0,138.0,https://www.ikea.com/sa/en/images/products/hauga-tv-bench-white__0914120_pe783855_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-bench-white__0975956_pe812906_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-bench-white__0939483_pe794578_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-bench-white__0939513_pe794597_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-bench-white__0916669_pe785313_s5.jpg?f=,
764,3494,79388437,hauga,tv & media furnitur,"2,385",no old pric,true,https://www.ikea.com/sa/en/p/hauga-tv-storage-combination-grey-s79388437/,ye,"tv/storage combination, grey,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0917822_pe786004_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0975973_pe812923_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0939482_pe794577_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0939470_pe794565_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0982644_pe815705_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0917840_pe785986_s5.jpg?f=,
765,3396,99388441,hauga,tv & media furnitur,"2,785",no old pric,true,https://www.ikea.com/sa/en/p/hauga-tv-storage-combination-grey-s99388441/,ye,"tv/storage combination, grey,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0917826_pe786008_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0943798_pe797047_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0939470_pe794565_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0939482_pe794577_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0982648_pe815709_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-grey__0917842_pe785988_s5.jpg?f=,
766,3263,19388440,hauga,tv & media furnitur,"2,585",no old pric,true,https://www.ikea.com/sa/en/p/hauga-tv-storage-combination-white-s19388440/,ye,"tv/storage combination, white,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-white__0917825_pe786007_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-white__0975986_pe812934_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-white__0943799_pe797048_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-white__0939471_pe794566_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-white__0939483_pe794578_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-white__0982647_pe815712_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-tv-storage-combination-white__0917841_pe785987_s5.jpg?f=,
767,1740,40450072,hauga,bed,895,no old pric,true,https://www.ikea.com/sa/en/p/hauga-upholstered-bed-frame-vissle-grey-40450072/,no,"upholstered bed frame, vissle grey,",lisa hilland,200.0,100.0,90.0,https://www.ikea.com/sa/en/images/products/hauga-upholstered-bed-frame-vissle-grey__0789237_pe764319_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-upholstered-bed-frame-vissle-grey__1101343_pe866605_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-upholstered-bed-frame-vissle-grey__1101344_pe866606_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-upholstered-bed-frame-vissle-grey__1101345_pe866607_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-upholstered-bed-frame-vissle-grey__0789244_pe764314_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-upholstered-bed-frame-vissle-grey__0928270_pe789774_s5.jpg?f=,
768,330,60407271,hauga,wardrob,"1,395",no old pric,true,https://www.ikea.com/sa/en/p/hauga-wardrobe-with-sliding-doors-grey-60407271/,ye,"wardrobe with sliding doors, grey,",ola wihlborg,55.0,199.0,118.0,https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-grey__0898795_pe782656_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-grey__0931938_pe791322_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-grey__0931939_pe791323_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-grey__0939484_pe794579_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-grey__0950055_pe800135_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-grey__0939514_pe794598_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-grey__0948172_pe798892_s5.jpg?f=,
769,12,60456916,hauga,wardrob,"1,395",no old pric,true,https://www.ikea.com/sa/en/p/hauga-wardrobe-with-sliding-doors-white-60456916/,ye,"wardrobe with sliding doors, white,",ola wihlborg,55.0,199.0,118.0,https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0898797_pe782657_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0931942_pe791324_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0931943_pe791283_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0939485_pe794580_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0950056_pe800134_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0939516_pe794596_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0948172_pe798892_s5.jpg?f=,
770,4450,39485322,havberg,armchairs & chaise longu,"2,990",no old pric,true,https://www.ikea.com/sa/en/p/havberg-armchair-and-footstool-grann-bomstad-golden-brown-s39485322/,ye,"armchair and footstool, grann/bomstad golden-brown",unknown,,,,https://www.ikea.com/sa/en/images/products/havberg-armchair-and-footstool-grann-bomstad-golden-brown__1099122_pe865608_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havberg-armchair-and-footstool-grann-bomstad-golden-brown__0986918_pe817398_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havberg-armchair-and-footstool-grann-bomstad-golden-brown__0986920_pe817400_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havberg-armchair-and-footstool-grann-bomstad-golden-brown__1085582_pe860180_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havberg-armchair-and-footstool-grann-bomstad-golden-brown__1039237_pe840091_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havberg-armchair-and-footstool-grann-bomstad-golden-brown__1079028_pe857375_s5.jpg?f=,
771,3813,9485328,havberg,armchairs & chaise longu,"2,140",no old pric,true,https://www.ikea.com/sa/en/p/havberg-armchair-and-footstool-lejde-red-brown-s09485328/,ye,"armchair and footstool, lejde red/brown",unknown,,,,https://www.ikea.com/sa/en/images/products/havberg-armchair-and-footstool-lejde-red-brown__1099124_pe865606_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havberg-armchair-and-footstool-lejde-red-brown__1019881_pe831633_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havberg-armchair-and-footstool-lejde-red-brown__1019890_pe831640_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havberg-armchair-and-footstool-lejde-red-brown__1039237_pe840091_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havberg-armchair-and-footstool-lejde-red-brown__1079028_pe857375_s5.jpg?f=,
772,1502,39428893,hã…verud / sandsberg,bar furnitur,873,no old pric,true,https://www.ikea.com/sa/en/p/haverud-sandsberg-table-and-2-stools-black-brown-stained-s39428893/,no,"table and 2 stools, black/brown stained,",unknown,,,,https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-2-stools-black-brown-stained__1016441_pe830401_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-2-stools-black-brown-stained__1027677_pe834975_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-2-stools-black-brown-stained__1043569_pe841788_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-2-stools-black-brown-stained__1016085_pe830210_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-2-stools-black-brown-stained__1045202_pe842464_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-2-stools-black-brown-stained__1045201_pe842465_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-2-stools-black-brown-stained__1019446_pe831377_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-2-stools-black-brown-stained__1028046_pe835188_s5.jpg?f=,
773,1538,69428919,hã…verud / sandsberg,bar furnitur,"1,151",no old pric,true,https://www.ikea.com/sa/en/p/haverud-sandsberg-table-and-4-stools-black-brown-stained-s69428919/,no,"table and 4 stools, black/brown stained,",unknown,,,,https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-4-stools-black-brown-stained__1016442_pe830400_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-4-stools-black-brown-stained__1027678_pe834974_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-4-stools-black-brown-stained__1043569_pe841788_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-4-stools-black-brown-stained__1016085_pe830210_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-4-stools-black-brown-stained__1045202_pe842464_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-4-stools-black-brown-stained__1045201_pe842465_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-4-stools-black-brown-stained__1019446_pe831377_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-sandsberg-table-and-4-stools-black-brown-stained__1028046_pe835188_s5.jpg?f=,
774,2755,40504254,hã…verud,dining furnitur,595,no old pric,true,https://www.ikea.com/sa/en/p/haverud-table-with-storage-ladder-black-40504254/,no,"table with storage ladder, black",ikea of sweden,66.0,93.0,105.0,https://www.ikea.com/sa/en/images/products/haverud-table-with-storage-ladder-black__1016082_pe830209_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-table-with-storage-ladder-black__1036070_ph180012_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-table-with-storage-ladder-black__1036072_ph180010_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-table-with-storage-ladder-black__1036074_ph180009_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-table-with-storage-ladder-black__1052265_ph180920_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-table-with-storage-ladder-black__1078598_pe857248_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/haverud-table-with-storage-ladder-black__1078597_pe857247_s5.jpg?f=,
775,4286,20391050,havsta,"sideboards, buffets & console t",995,no old pric,true,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-dark-brown-20391050/,ye,"cabinet with plinth, dark brown,",ikea of sweden,47.0,89.0,81.0,https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0720105_pe732419_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__1052157_pe845960_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0843313_pe692902_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0843307_pe692891_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0843299_pe692329_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0843293_pe692287_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0765459_pe753593_s5.jpg?f=,
776,4294,90391056,havsta,"sideboards, buffets & console t","1,545",no old pric,true,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-dark-brown-90391056/,ye,"cabinet with plinth, dark brown,",ikea of sweden,47.0,89.0,121.0,https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0720123_pe732427_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__1052162_pe845965_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0847461_pe692890_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0847466_pe726508_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0843307_pe692891_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0844371_pe692299_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0844046_pe692892_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-dark-brown__0765460_pe753594_s5.jpg?f=,
777,2936,59275101,havsta,cabinets & cupboard,"1,425",no old pric,true,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-white-s59275101/,ye,"cabinet with plinth, white,",ikea of sweden,,,,https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0720096_pe732408_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0664418_ph148753_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__1052146_pe845955_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0675354_pe718285_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0846115_pe718244_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0844118_pe718282_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0844114_pe718281_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0765475_pe753605_s5.jpg?f=,
778,2894,10388623,havsta,dining furnitur,995,no old pric,true,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-white-10388623/,ye,"cabinet with plinth, white,",ikea of sweden,47.0,89.0,81.0,https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0720104_pe732418_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__1052144_pe845953_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0846119_pe718247_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0675294_pe718249_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0846115_pe718244_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0844118_pe718282_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0844162_pe718237_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0765459_pe753593_s5.jpg?f=,
779,2989,70388620,havsta,dining furnitur,"1,545",no old pric,true,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-white-70388620/,ye,"cabinet with plinth, white,",ikea of sweden,47.0,89.0,121.0,https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0720120_pe732428_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__1052161_pe845964_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0848503_pe718238_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0745023_pe743517_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0844105_pe718236_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0844163_pe718240_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0844162_pe718237_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-cabinet-with-plinth-white__0765460_pe753594_s5.jpg?f=,
780,4298,9275113,havsta,"sideboards, buffets & console t","1,865",no old pric,true,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-dark-brown-clear-glass-s09275113/,ye,"glass-door cabinet with plinth, dark brown clear glass,",ikea of sweden,,,,https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-dark-brown-clear-glass__0720145_pe732460_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-dark-brown-clear-glass__0800900_pe768139_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-dark-brown-clear-glass__0844384_pe694801_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-dark-brown-clear-glass__0843289_pe693029_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-dark-brown-clear-glass__0843283_pe692336_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-dark-brown-clear-glass__0845558_pe692303_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-dark-brown-clear-glass__0765480_pe753607_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-dark-brown-clear-glass__1052165_pe845967_s5.jpg?f=,
781,2927,69275110,havsta,cabinets & cupboard,"1,575",no old pric,true,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-white-clear-glass-s69275110/,ye,"glass-door cabinet with plinth, white clear glass,",ikea of sweden,,,,https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-white-clear-glass__0720097_pe732409_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-white-clear-glass__0730888_pe737834_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-white-clear-glass__0844451_pe718289_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-white-clear-glass__0675362_pe718286_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-white-clear-glass__0844114_pe718281_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-white-clear-glass__0765476_pe753606_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-glass-door-cabinet-with-plinth-white-clear-glass__1052152_pe845956_s5.jpg?f=,
