ID,Name,Brand,Designer,Availability,Online,Description,Type,Material,Country,Color,Depth,Height,Width,Volumn,OldPrice,Price,ChangeAmount,Discount,CurrentPrice,Shipment,Link,Images,Feedback,Ranking
29299165,BESTÅ,BESTÅ,IKEA of Sweden,TRUE,TRUE,"        TV bench with doors,          180x42x38 cm",Bookcases & shelving units,,,,42,38,180,287280,,925,,,,,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-black-brown-notviken-grey-green-s29299165/,,0,0
10385950,KOPPANG,KOPPANG,K Hagberg/M Hagberg,TRUE,TRUE,"        Chest of 3 drawers,          90x83 cm",Chests of drawers & drawer units,,,,46,83,90,343620,,395,,,,,https://www.ikea.com/sa/en/p/koppang-chest-of-3-drawers-white-10385950/,,0,0
471222,VESKEN,VESKEN,David Wahl,FALSE,FALSE,"        Trolley,          54x18x71 cm",Trolleys,,,,18,71,54,69012,,39,,,,,https://www.ikea.com/sa/en/p/vesken-trolley-white-00471222/,,0,0
9306435,NYHAMN,NYHAMN,IKEA of Sweden/L Hilland/Lisa Hilland,TRUE,TRUE,        3-seat sofa-bed,Sofas & armchairs,,,,97,90,200,1746000,,1445,,,,,https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-pocket-spring-mattress-skiftebo-yellow-s09306435/,,0,0
50046152,HEDRA,HEDRA,IKEA of Sweden,TRUE,TRUE,"        Knob,          32 mm",Bookcases & shelving units,,,,27,,,0,,9,,,,,https://www.ikea.com/sa/en/p/hedra-knob-anthracite-50046152/,,0,0
40383737,LOMMARP,LOMMARP,Francis Cayouette,TRUE,TRUE,"        Cabinet with glass doors,          86x199 cm",Cabinets & cupboards,,,,49,199,86,838586,,1116,,,,,https://www.ikea.com/sa/en/p/lommarp-cabinet-with-glass-doors-dark-blue-green-40383737/,,0,0
40309573,STUK,STUK,IKEA of Sweden,TRUE,TRUE,"        Storage case,          55x51x18 cm",Bookcases & shelving units,,,,51,18,55,50490,,35,,,,,https://www.ikea.com/sa/en/p/stuk-storage-case-white-grey-40309573/,,0,0
30424007,SUNDVIK,SUNDVIK,Jon Karlsson,TRUE,TRUE,        Changing table/chest of drawers,Tables & desks,,,,46,,79,0,,995,,,,,https://www.ikea.com/sa/en/p/sundvik-changing-table-chest-of-drawers-white-30424007/,,0,0
39216754,FRIHETEN,FRIHETEN,IKEA of Sweden,TRUE,TRUE,        Corner sofa-bed with storage,Sofas & armchairs,,,,151,66,,0,,1846,,,,,https://www.ikea.com/sa/en/p/friheten-corner-sofa-bed-with-storage-skiftebo-dark-grey-s39216754/,,0,0
99285117,GALANT,GALANT,K Malmvall/E Lilja Löwenhielm,TRUE,TRUE,"        Storage combination with drawers,          80x160 cm",Cabinets & cupboards,,,,45,160,80,576000,,2270,,,,,https://www.ikea.com/sa/en/p/galant-storage-combination-with-drawers-black-stained-ash-veneer-s99285117/,,0,0
10091453,TROFAST,TROFAST,Studio Copenhagen,TRUE,TRUE,"        Frame,          99x44x94 cm",Children's furniture,,,,44,94,99,409464,,275,,,,,https://www.ikea.com/sa/en/p/trofast-frame-white-10091453/,,0,0
39311256,JONAXEL,JONAXEL,IKEA of Sweden,TRUE,TRUE,"        Frame/mesh baskts/clths rl/shlv uts,          173x51x173 cm",Bookcases & shelving units,,,,51,173,173,1526379,,745,,,,,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskts-clths-rl-shlv-uts-s39311256/,,0,0
30405339,SJÄLLAND,SJÄLLAND,David Wahl,TRUE,TRUE,"        Reclining chair, outdoor",Outdoor furniture,,,,75,110,58,478500,,340,,,,,https://www.ikea.com/sa/en/p/sjaelland-reclining-chair-outdoor-light-grey-foldable-light-brown-30405339/,,0,0
49861007,POÄNG,POÄNG,Noboru Nakamura,TRUE,TRUE,        Rocking-chair,Chairs,,,,94,95,68,607240,,1210,,,,,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-birch-veneer-robust-glose-dark-brown-s49861007/,,0,0
79285302,GALANT,GALANT,K Malmvall/E Lilja Löwenhielm,TRUE,TRUE,"        Storage combination w sliding doors,          160x200 cm",Cabinets & cupboards,,,,45,200,160,1440000,,3240,,,,,https://www.ikea.com/sa/en/p/galant-storage-combination-w-sliding-doors-white-s79285302/,,0,0
50363970,SANDARED,SANDARED,Synnöve Mork,TRUE,TRUE,"        Pouffe,          71 cm",Sofas & armchairs,,,,,44,,0,,445,,,,,https://www.ikea.com/sa/en/p/sandared-pouffe-dark-blue-50363970/,,0,0
29306217,PAX,PAX,Ehlén Johansson/IKEA of Sweden,TRUE,TRUE,"        Wardrobe,          150x66x236 cm",Wardrobes,,,,66,236,150,2336400,,3055,,,,,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-faervik-white-glass-s29306217/,,0,0
29297294,MELLTORP / NILSOVE,MELLTORP / NILSOVE,Lisa Norinder/A Fredriksson/J Hultqvist/W Chong,TRUE,TRUE,"        Table and 2 chairs,          75x75 cm",Chairs,,,,,,75,0,,889,,,,,https://www.ikea.com/sa/en/p/melltorp-nilsove-table-and-2-chairs-white-rattan-white-s29297294/,,0,0
9247257,PAX,PAX,IKEA of Sweden/Ehlén Johansson,TRUE,TRUE,"        Wardrobe,          200x66x236 cm",Wardrobes,,,,66,236,200,3115200,,3905,,,,,https://www.ikea.com/sa/en/p/pax-wardrobe-brown-stained-ash-effect-uggdal-grey-glass-s09247257/,,0,0
39253176,STUVA / FRITIDS,STUVA / FRITIDS,Ebba Strandmark,TRUE,TRUE,"        Cot with drawers,          60x120 cm",Beds,,,,,86,66,0,,995,,,,,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-light-blue-s39253176/,,0,0
59161487,MELLTORP / JANINGE,MELLTORP / JANINGE,Lisa Norinder/John/Jonas/Petrus/Paul/Caroline,TRUE,TRUE,"        Table and 4 chairs,          125 cm",Tables & desks,,,,,72,75,0,,1099,,,,,https://www.ikea.com/sa/en/p/melltorp-janinge-table-and-4-chairs-white-white-s59161487/,,0,0
10364293,OLAUS,OLAUS,IKEA of Sweden,TRUE,TRUE,"        Cover for shelf,          92 cm",Bookcases & shelving units,,,,,,92,0,,29,,,,,https://www.ikea.com/sa/en/p/olaus-cover-for-shelf-10364293/,,0,0
19294502,VIMLE,VIMLE,Ehlén Johansson,TRUE,TRUE,"        Corner sofa, 4-seat",Sofas & armchairs,,,,98,103,235,2372090,,4785,,,,,https://www.ikea.com/sa/en/p/vimle-corner-sofa-4-seat-with-open-end-with-headrests-orrsta-black-blue-s19294502/,,0,0
59307649,GRÖNLID,GRÖNLID,Francis Cayouette/Ehlén Johansson,TRUE,TRUE,        4-seat sofa,Sofas & armchairs,,,,164,104,328,5594368,,3590,,,,,https://www.ikea.com/sa/en/p/groenlid-4-seat-sofa-with-chaise-longue-inseros-white-s59307649/,,0,0
49191705,FÄRLÖV,FÄRLÖV,Francis Cayouette,TRUE,TRUE,        Armchair,Chairs,,,,101,88,93,826584,,1196,,,,,https://www.ikea.com/sa/en/p/faerloev-armchair-flodafors-white-s49191705/,,0,0
19277036,MÖCKELBY / FANBYN,MÖCKELBY / FANBYN,Marcus Arvonen,TRUE,TRUE,"        Table and 6 chairs,          235x100 cm",Tables & desks,,,,,74,100,0,,4145,,,,,https://www.ikea.com/sa/en/p/moeckelby-fanbyn-table-and-6-chairs-oak-white-s19277036/,,0,0
60353763,KLIMPEN,KLIMPEN,Tina Christensen,TRUE,TRUE,"        Drawer unit,          33x70 cm",Tables & desks,,,,58,70,33,133980,,495,,,,,https://www.ikea.com/sa/en/p/klimpen-drawer-unit-grey-light-grey-60353763/,,0,0
30381183,KNARREVIK,KNARREVIK,IKEA of Sweden,TRUE,TRUE,"        Bedside table,          37x28 cm",Tables & desks,,,,28,45,37,46620,,39,,,,,https://www.ikea.com/sa/en/p/knarrevik-bedside-table-black-30381183/,,0,0
69297249,NORRÅKER / RÖNNINGE,NORRÅKER / RÖNNINGE,Maja Ganszyniec/J Karlsson/N Karlsson,TRUE,TRUE,"        Table and 2 chairs,          74x74 cm",Chairs,,,,,,74,0,,1085,,,,,https://www.ikea.com/sa/en/p/norraker-roenninge-table-and-2-chairs-birch-birch-s69297249/,,0,0
59297141,JONAXEL,JONAXEL,IKEA of Sweden,TRUE,TRUE,"        Frame with mesh baskets,          25x51x70 cm",Chests of drawers & drawer units,,,,51,70,25,89250,,135,,,,,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s59297141/,,0,0
10364523,KALLVIKEN,KALLVIKEN,IKEA of Sweden,TRUE,TRUE,"        Door,          60x64 cm",Bookcases & shelving units,,,,,64,60,0,,170,,,,,https://www.ikea.com/sa/en/p/kallviken-door-dark-grey-concrete-effect-10364523/,,0,0
60431563,FRIHETEN,FRIHETEN,IKEA of Sweden,TRUE,TRUE,        3-seat sofa-bed,Sofas & armchairs,,,,105,83,225,1960875,,1845,,,,,https://www.ikea.com/sa/en/p/friheten-3-seat-sofa-bed-skiftebo-blue-60431563/,,0,0
90217972,ADILS,ADILS,902.179.72 Adjustable feet make the table stand steady also on uneven floors.Screws for fixing the legs to the table top are included.Suitable for table tops with a minimum thickness of 25 mm.,TRUE,TRUE,        Leg,Tables & desks,,,,,70,,0,,15,,,,,https://www.ikea.com/sa/en/p/adils-leg-white-90217972/,,0,0
441758,KLEPPSTAD,KLEPPSTAD,IKEA of Sweden,TRUE,TRUE,"        Wardrobe with 3 doors,          117x176 cm",Wardrobes,,,,55,176,117,1132560,,449,,,,,https://www.ikea.com/sa/en/p/kleppstad-wardrobe-with-3-doors-white-00441758/,,0,0
89277113,BILLY / BOTTNA,BILLY / BOTTNA,Gillis Lundgren/K Hagberg/M Hagberg,TRUE,TRUE,"        Bookcase with display shelf,          80x28x106 cm",Bookcases & shelving units,,,,28,106,80,237440,,245,,,,,https://www.ikea.com/sa/en/p/billy-bottna-bookcase-with-display-shelf-white-beige-s89277113/,,0,0
69242073,NORSBORG,NORSBORG,Ehlén Johansson,TRUE,TRUE,        2-seat section,Sofas & armchairs,,,,88,85,121,905080,,1360,,,,,https://www.ikea.com/sa/en/p/norsborg-2-seat-section-finnsta-dark-grey-birch-s69242073/,,0,0
69285208,GALANT,GALANT,K Malmvall/E Lilja Löwenhielm,TRUE,TRUE,"        Storage combination w sliding doors,          320x200 cm",Cabinets & cupboards,,,,45,200,320,2880000,,6480,,,,,https://www.ikea.com/sa/en/p/galant-storage-combination-w-sliding-doors-white-s69285208/,,0,0
89280766,EKEDALEN / BERNHARD,EKEDALEN / BERNHARD,Ola Wihlborg/Ehlén Johansson,TRUE,TRUE,"        Table and 4 chairs,          120/180 cm",Tables & desks,,,,,,,0,,3775,,,,,https://www.ikea.com/sa/en/p/ekedalen-bernhard-table-and-4-chairs-white-mjuk-golden-brown-s89280766/,,0,0
30279449,VÄSTANBY,VÄSTANBY,IKEA of Sweden,TRUE,TRUE,"        Table top,          170x78x5 cm",Tables & desks,,,,,,78,0,,720,,,,,https://www.ikea.com/sa/en/p/vaestanby-table-top-dark-brown-30279449/,,0,0
79128821,PAX,PAX,IKEA of Sweden/K Hagberg/M Hagberg/Ehlén Johansson,TRUE,TRUE,"        Wardrobe,          200x60x201 cm",Wardrobes,,,,60,201,200,2412000,,2805,,,,,https://www.ikea.com/sa/en/p/pax-wardrobe-white-bergsbo-frosted-glass-s79128821/,,0,0
99291646,KOLBJÖRN,KOLBJÖRN,IKEA of Sweden,TRUE,TRUE,"        Shelving unit in/outdoor,          80x35x162 cm",Bookcases & shelving units,,,,35,162,80,453600,,450,,,,,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-in-outdoor-s99291646/,,0,0
79046260,SNILLE,SNILLE,IKEA of Sweden,TRUE,TRUE,        Swivel chair,Chairs,,,,67,,67,0,,125,,,,,https://www.ikea.com/sa/en/p/snille-swivel-chair-white-s79046260/,,0,0
30428901,EKET,EKET,304.289.01 Transforms a single open cube in the EKET series into a display case.Protects the things you love and minimises the need to dust.Tempered glass is more impact resistant than ordinary glass and the surface is easy to clean.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack or break. Avoid bumps from the side - this is where the glass is most vulnerable.,TRUE,TRUE,"        Glass door,          32x32 cm",Cabinets & cupboards,,,,,32,32,0,,45,,,,,https://www.ikea.com/sa/en/p/eket-glass-door-clear-glass-30428901/,,0,0
70253541,AGAM,AGAM,IKEA of Sweden,TRUE,TRUE,        Junior chair,Children's furniture,,,,43,79,41,139277,,195,,,,,https://www.ikea.com/sa/en/p/agam-junior-chair-black-70253541/,,0,0
79094213,ALGOT,ALGOT,Francis Cayouette,TRUE,TRUE,"        Wall upright/shelves,          46x41x197 cm",Bookcases & shelving units,,,,41,197,46,371542,,271.2,,,,,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s79094213/,,0,0
19158156,ELVARLI,ELVARLI,Ehlén Johansson,TRUE,TRUE,"        2 sections,          135x51x222-350 cm",Wardrobes,,,,50,,135,0,,1409,,,,,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-bamboo-s19158156/,,0,0
40391657,TORNVIKEN,TORNVIKEN,Ebba Strandmark,TRUE,TRUE,"        Kitchen island,          126x77 cm",Trolleys,,,,,90,77,0,,1495,,,,,https://www.ikea.com/sa/en/p/tornviken-kitchen-island-off-white-oak-40391657/,,0,0
40390766,SULARP,SULARP,Carl Öjerstam,TRUE,TRUE,        Leg,Cabinets & cupboards,,,,38,10,,0,,45.5,,,,,https://www.ikea.com/sa/en/p/sularp-leg-chrome-plated-40390766/,,0,0
450347,KOLBJÖRN,KOLBJÖRN,IKEA of Sweden,TRUE,TRUE,"        Cabinet in/outdoor,          80x81 cm",Bookcases & shelving units,,,,35,81,80,226800,,345,,,,,https://www.ikea.com/sa/en/p/kolbjoern-cabinet-in-outdoor-green-00450347/,,0,0
20292328,TOSTERÖ,TOSTERÖ,IKEA of Sweden,TRUE,TRUE,"        Storage bag for cushions,          116x49 cm",Outdoor furniture,,,,,35,49,0,,103,,,,,https://www.ikea.com/sa/en/p/tosteroe-storage-bag-for-cushions-black-20292328/,,0,0
90175000,JUSTINA,JUSTINA,IKEA of Sweden,TRUE,TRUE,"        Chair pad,          35/42x40x4.0 cm",Chairs,,,,40,,,0,,19,,,,,https://www.ikea.com/sa/en/p/justina-chair-pad-natural-90175000/,,0,0
29229931,GERTON / TORSKLINT,GERTON / TORSKLINT,IKEA of Sweden/Jomi Evers,TRUE,TRUE,"        Table,          155x75 cm",Tables & desks,,,,,73,75,0,,795,,,,,https://www.ikea.com/sa/en/p/gerton-torsklint-table-beech-light-grey-s29229931/,,0,0
80281416,RYDEBÄCK,RYDEBÄCK,IKEA of Sweden,TRUE,TRUE,"        Table top,          150x78x3.7 cm",Tables & desks,,,,,,78,0,,300,,,,,https://www.ikea.com/sa/en/p/rydebaeck-table-top-white-80281416/,,0,0
90214308,MICKE,MICKE,Henrik Preutz,TRUE,TRUE,"        Desk,          142x50 cm",Tables & desks,,,,50,75,142,532500,,395,,,,,https://www.ikea.com/sa/en/p/micke-desk-white-90214308/,,0,0
39285988,PAX,PAX,Ehlén Johansson/IKEA of Sweden,TRUE,TRUE,"        Wardrobe,          75x60x236 cm",Wardrobes,,,,60,236,75,1062000,,965,,,,,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-forsand-vikedal-s39285988/,,0,0
79150746,HOLMSUND,HOLMSUND,K Hagberg/M Hagberg/IKEA of Sweden,TRUE,TRUE,        Corner sofa-bed,Beds,,,,151,96,230,3334080,,2995,,,,,https://www.ikea.com/sa/en/p/holmsund-corner-sofa-bed-nordvalla-medium-grey-s79150746/,,0,0
99278225,BRIMNES,BRIMNES,K Hagberg/M Hagberg,TRUE,TRUE,"        TV storage combination/glass doors,          276x41x95 cm",TV & media furniture,,,,41,95,276,1075020,,1265,,,,,https://www.ikea.com/sa/en/p/brimnes-tv-storage-combination-glass-doors-white-s99278225/,,0,0
39264858,PAX,PAX,Ehlén Johansson/IKEA of Sweden,TRUE,TRUE,"        Wardrobe,          150x66x236 cm",Wardrobes,,,,66,236,150,2336400,,3227,,,,,https://www.ikea.com/sa/en/p/pax-wardrobe-white-uggdal-grey-glass-s39264858/,,0,0
70323600,BILLSBRO,BILLSBRO,H Preutz/A Fredriksson,TRUE,TRUE,"        Handle,          120 mm",Cabinets & cupboards,,,,,,,0,,19,,,,,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-70323600/,,0,0
29241933,NORSBORG,NORSBORG,Ehlén Johansson,TRUE,TRUE,        Corner section,Sofas & armchairs,,,,88,85,88,658240,,1280,,,,,https://www.ikea.com/sa/en/p/norsborg-corner-section-finnsta-white-metal-s29241933/,,0,0
198591,KIVIK,KIVIK,Ola Wihlborg,TRUE,TRUE,        Three-seat sofa,Sofas & armchairs,,,,95,83,227,1789895,,3800,,,,,https://www.ikea.com/sa/en/p/kivik-three-seat-sofa-grann-bomstad-black-00198591/,,0,0
9287979,IVAR,IVAR,IKEA of Sweden,TRUE,TRUE,"        Shelving unit with clothes rail,          174x50x179 cm",Bookcases & shelving units,,,,50,179,174,1557300,,636,,,,,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-clothes-rail-s09287979/,,0,0
29304586,PLATSA,PLATSA,IKEA of Sweden,TRUE,TRUE,"        Wardrobe w 10 doors,          380x42x221 cm",Wardrobes,,,,42,221,380,3527160,,1324,,,,,https://www.ikea.com/sa/en/p/platsa-wardrobe-w-10-doors-fonnes-white-s29304586/,,0,0
19222299,KALLAX,KALLAX,IKEA of Sweden/Tord Björklund,TRUE,TRUE,"        Desk combination,          77x147x159 cm",Tables & desks,,,,159,147,77,1799721,,450,,,,,https://www.ikea.com/sa/en/p/kallax-desk-combination-white-stained-oak-effect-white-s19222299/,,0,0
319135,IVAR,IVAR,IKEA of Sweden,TRUE,TRUE,"        Storage unit with foldable table,          80x30-104x155 cm",Bookcases & shelving units,,,,30,155,80,372000,,570,,,,,https://www.ikea.com/sa/en/p/ivar-storage-unit-with-foldable-table-pine-00319135/,,0,0
49123405,TROFAST,TROFAST,Studio Copenhagen,TRUE,TRUE,"        Storage combination,          99x44x56 cm",Children's furniture,,,,44,56,99,243936,,350,,,,,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-white-s49123405/,,0,0
296351,SELSVIKEN,SELSVIKEN,IKEA of Sweden,TRUE,TRUE,"        Drawer front,          60x26 cm",Bookcases & shelving units,,,,,26,60,0,,60,,,,,https://www.ikea.com/sa/en/p/selsviken-drawer-front-patterned-high-gloss-brown-00296351/,,0,0
60155602,DALFRED,DALFRED,Sarah Fager,TRUE,TRUE,"        Bar stool,          63-74 cm",Bar furniture,,,,50,,50,0,,195,,,,,https://www.ikea.com/sa/en/p/dalfred-bar-stool-black-60155602/,,0,0
80311833,SALTHOLMEN,SALTHOLMEN,Jon Karlsson,TRUE,TRUE,"        Table, outdoor,          65 cm",Outdoor furniture,,,,,71,,0,,195,,,,,https://www.ikea.com/sa/en/p/saltholmen-table-outdoor-foldable-beige-80311833/,,0,0
90180025,MICKE,MICKE,Henrik Preutz,TRUE,TRUE,"        Add-on unit high,          105x65 cm",Tables & desks,,,,16,65,105,109200,,175,,,,,https://www.ikea.com/sa/en/p/micke-add-on-unit-high-white-90180025/,,0,0
80308699,TROFAST,TROFAST,Studio Copenhagen,TRUE,TRUE,"        Shelf,          30 cm",Children's furniture,,,,,,30,0,,55,,,,,https://www.ikea.com/sa/en/p/trofast-shelf-light-white-stained-pine-pine-80308699/,,0,0
40160478,LÄCKÖ,LÄCKÖ,IKEA of Sweden,TRUE,TRUE,"        Chair with armrests, outdoor",Outdoor furniture,,,,60,82,56,275520,,149,,,,,https://www.ikea.com/sa/en/p/laeckoe-chair-with-armrests-outdoor-grey-40160478/,,0,0
39001942,LINNMON / KRILLE,LINNMON / KRILLE,IKEA of Sweden/Francis Cayouette,TRUE,TRUE,"        Table,          150x75 cm",Tables & desks,,,,,74,75,0,,475,,,,,https://www.ikea.com/sa/en/p/linnmon-krille-table-white-s39001942/,,0,0
40259511,VÄDDÖ,VÄDDÖ,Henrik Preutz,TRUE,TRUE,"        Table, outdoor,          58x74 cm",Outdoor furniture,,,,,71,74,0,,111,,,,,https://www.ikea.com/sa/en/p/vaeddoe-table-outdoor-white-40259511/,,0,0
60322130,KULLEN,KULLEN,IKEA of Sweden,TRUE,TRUE,"        Chest of 2 drawers,          35x49 cm",Chests of drawers & drawer units,,,,40,49,35,68600,,89,,,,,https://www.ikea.com/sa/en/p/kullen-chest-of-2-drawers-black-brown-60322130/,,0,0
19219008,PAX,PAX,Ehlén Johansson/IKEA of Sweden,TRUE,TRUE,"        Corner wardrobe,          160/271/160x236 cm",Wardrobes,,,,,236,270,0,,4270,,,,,https://www.ikea.com/sa/en/p/pax-corner-wardrobe-white-s19219008/,,0,0
29292442,VIMLE,VIMLE,IKEA of Sweden/Ehlén Johansson,TRUE,TRUE,        3-seat sofa-bed,Sofas & armchairs,,,,98,83,246,2000964,,3875,,,,,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-open-end-gunnared-medium-grey-s29292442/,,0,0
29161573,MÖRBYLÅNGA / BERNHARD,MÖRBYLÅNGA / BERNHARD,S Lanneskog/J Marnell/Ola Wihlborg,TRUE,TRUE,"        Table and 6 chairs,          220x100 cm",Chairs,,,,,74,100,0,,6965,,,,,https://www.ikea.com/sa/en/p/moerbylanga-bernhard-table-and-6-chairs-brown-kavat-dark-brown-s29161573/,,0,0
69303066,ÖRFJÄLL,ÖRFJÄLL,S Holmbäck/U Nordentoft,TRUE,TRUE,        Swivel chair,Chairs,,,,68,,68,0,,225,,,,,https://www.ikea.com/sa/en/p/oerfjaell-swivel-chair-white-vissle-purple-s69303066/,,0,0
30255250,BEKANT,BEKANT,K Malmvall/E Lilja Löwenhielm,TRUE,TRUE,"        Underframe sit/stand f table tp, el,          120x80 cm",Tables & desks,,,,,,80,0,,2100,,,,,https://www.ikea.com/sa/en/p/bekant-underframe-sit-stand-f-table-tp-el-black-30255250/,,0,0
30402901,EKTORP,EKTORP,IKEA of Sweden,TRUE,TRUE,"        Cover for corner sofa, 4-seat",Sofas & armchairs,,,,,,,0,,695,,,,,https://www.ikea.com/sa/en/p/ektorp-cover-for-corner-sofa-4-seat-lingbo-multicolour-30402901/,,0,0
60116960,LYCKSELE,LYCKSELE,IKEA of Sweden,TRUE,TRUE,        Storage box 2-seat sofa-bed,Beds,,,,55,21,92,106260,,100,,,,,https://www.ikea.com/sa/en/p/lycksele-storage-box-2-seat-sofa-bed-black-60116960/,,0,0
9288224,STENSELE,STENSELE,Maja Ganszyniec,TRUE,TRUE,"        Bar table,          70 cm",Bar furniture,,,,,105,,0,,550,,,,,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,,0,0
29221765,SVALNÄS,SVALNÄS,Jon Karlsson,TRUE,TRUE,"        Wall-mounted storage combination,          86x35x176 cm",Tables & desks,,,,35,176,86,529760,,660,,,,,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-storage-combination-bamboo-s29221765/,,0,0
39303039,ÖRFJÄLL,ÖRFJÄLL,S Holmbäck/U Nordentoft,TRUE,TRUE,        Swivel chair,Chairs,,,,68,,68,0,,225,,,,,https://www.ikea.com/sa/en/p/oerfjaell-swivel-chair-white-vissle-dark-grey-s39303039/,,0,0
19241537,POÄNG,POÄNG,IKEA of Sweden/Noboru Nakamura,TRUE,TRUE,        Rocking-chair,Chairs,,,,94,95,68,607240,,597,,,,,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-black-brown-knisa-black-s19241537/,,0,0
10400540,EKEDALEN,EKEDALEN,Ehlén Johansson,TRUE,TRUE,"        Bar stool with backrest,          75 cm",Bar furniture,,,,52,114,43,254904,,345,,,,,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-grey-10400540/,,0,0
30247378,BESTÅ,BESTÅ,IKEA of Sweden,TRUE,TRUE,"        Frame,          60x40x38 cm",TV & media furniture,,,,40,38,60,91200,,125,,,,,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-30247378/,,0,0
20330599,UPPLEVA,UPPLEVA,"203.305.99 The TV-bracket can be angled for change of viewing position, and easy access to cables and connections.The TV bracket has integrated cable management so you can easily gather and conceal wires for a neater TV solution.UPPLEVA TV-brackets are VESA-compatibleFits most 37-55"" flat screen TVs.Fits MOSTORP, MALSJÖ and BESTÅ TV benches.",TRUE,TRUE,"        Bracket for TV, swivel,          37-55 """,Bookcases & shelving units,,,,,,,0,,199,,,,,https://www.ikea.com/sa/en/p/uppleva-bracket-for-tv-swivel-light-grey-20330599/,,0,0
19286521,EKET,EKET,IKEA of Sweden/Jon Karlsson,TRUE,TRUE,"        Cabinet combination with feet,          70x35x212 cm",Cabinets & cupboards,,,,35,212,70,519400,,1123,,,,,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-golden-brown-dark-grey-s19286521/,,0,0
80418018,VALLENTUNA,VALLENTUNA,IKEA of Sweden,TRUE,TRUE,"        Cover for backrest,          80x80 cm",Sofas & armchairs,,,,,80,80,0,,80,,,,,https://www.ikea.com/sa/en/p/vallentuna-cover-for-backrest-orrsta-olive-green-80418018/,,0,0
30425988,KALLVIKEN,KALLVIKEN,IKEA of Sweden,TRUE,TRUE,"        Drawer front,          60x26 cm",Cabinets & cupboards,,,,,26,60,0,,95,,,,,https://www.ikea.com/sa/en/p/kallviken-drawer-front-dark-grey-concrete-effect-30425988/,,0,0
60416925,KYRRE,KYRRE,C Styrbjörn/M Axelsson,TRUE,TRUE,        Stool,Chairs,,,,48,45,42,90720,,60,,,,,https://www.ikea.com/sa/en/p/kyrre-stool-birch-60416925/,,0,0
79279419,VALLENTUNA,VALLENTUNA,Fredriksson/L Löwenhielm/Hilland/IKEA of Sweden,TRUE,TRUE,        Seat module,Sofas & armchairs,,,,80,45,100,360000,,640,,,,,https://www.ikea.com/sa/en/p/vallentuna-seat-module-hillared-light-blue-s79279419/,,0,0
99161598,LIXHULT,LIXHULT,Jon Karlsson,TRUE,TRUE,"        Storage combination,          95x35 cm",Cabinets & cupboards,,,,35,35,95,116375,,287,,,,,https://www.ikea.com/sa/en/p/lixhult-storage-combination-orange-white-s99161598/,,0,0
29221256,MELLTORP / TEODORES,MELLTORP / TEODORES,Lisa Norinder/David Wahl,TRUE,TRUE,"        Table and 4 chairs,          125 cm",Chairs,,,,,72,75,0,,579,,,,,https://www.ikea.com/sa/en/p/melltorp-teodores-table-and-4-chairs-white-s29221256/,,0,0
80295300,BESTÅ,BESTÅ,IKEA of Sweden,TRUE,TRUE,"        Top panel for TV,          120x40 cm",TV & media furniture,,,,40,,120,0,,100,,,,,https://www.ikea.com/sa/en/p/besta-top-panel-for-tv-glass-black-80295300/,,0,0
90116553,POÄNG,POÄNG,Noboru Nakamura,TRUE,TRUE,        Children's armchair,Children's furniture,,,,60,68,47,191760,,179,,,,,https://www.ikea.com/sa/en/p/poaeng-childrens-armchair-birch-veneer-almas-natural-90116553/,,0,0
80089239,TROFAST,TROFAST,Studio Copenhagen,TRUE,TRUE,"        Storage box,          42x30x10 cm",Nursery furniture,,,,,10,30,0,,10,,,,,https://www.ikea.com/sa/en/p/trofast-storage-box-white-80089239/,,0,0
19175957,MALM,MALM,IKEA of Sweden/Eva Lilja Löwenhielm,TRUE,TRUE,"        Bed frame, high, w 2 storage boxes,          180x200 cm",Beds,,,,59,15,196,173460,,920,,,,,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s19175957/,,0,0
