,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,product_img,
2881,70344933,EKET,Chests of drawers & drawer units,SR779,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-with-3-drawers-dark-grey-70344933/,No,"Cabinet with 3 drawers, dark grey,",Jon Karlsson,35,70,70,https://www.ikea.com/sa/en/images/products/eket-cabinet-with-3-drawers-dark-grey__0474336_pe615058_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-with-3-drawers-dark-grey__1148525_pe883775_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-with-3-drawers-dark-grey__0848423_pe616258_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-with-3-drawers-dark-grey__0476358_pe616257_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-with-3-drawers-dark-grey__0553778_pe659551_s5.jpg?f=s,
2181,60333954,EKET,Cabinets & cupboards,SR345,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-with-4-compartments-white-60333954/,No,"Cabinet with 4 compartments, white,",Jon Karlsson,35,70,70,https://www.ikea.com/sa/en/images/products/eket-cabinet-with-4-compartments-white__0473436_pe614568_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-with-4-compartments-white__1161442_pe889392_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-with-4-compartments-white__0732079_pe738561_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-with-4-compartments-white__0553776_pe659550_s5.jpg?f=s,
2247,80332114,EKET,Cabinets & cupboards,SR165,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-with-door-white-80332114/,Yes,"Cabinet with door, white,",Jon Karlsson,35,35,35,https://www.ikea.com/sa/en/images/products/eket-cabinet-with-door-white__0472946_pe614333_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-with-door-white__1238135_pe918329_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-with-door-white__1298859_ph170917_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-with-door-white__0476249_pe616196_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-with-door-white__0553779_pe659552_s5.jpg?f=s,
2330,80334617,EKET,Cabinets & cupboards,SR25,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-connection-fittings-80334617/,No,Connection fittings,IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/eket-connection-fittings__0626849_pe693025_s5.jpg?f=s,
3184,30428901,EKET,Cabinets & cupboards,SR60,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-glass-door-clear-glass-30428901/,No,"Glass door, clear glass,",Unknown,,31,31,https://www.ikea.com/sa/en/images/products/eket-glass-door-clear-glass__0783761_pe761568_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-glass-door-clear-glass__0807256_pe770349_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-glass-door-clear-glass__0807243_pe770336_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-glass-door-clear-glass__0807299_pe770375_s5.jpg?f=s,
2318,340047,EKET,Cabinets & cupboards,SR30,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-suspension-rail-00340047/,No,"Suspension rail,",IKEA of Sweden,1,4,35,https://www.ikea.com/sa/en/images/products/eket-suspension-rail__0473519_pe614593_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-suspension-rail__0843151_pe616267_s5.jpg?f=s,
2292,80340048,EKET,Cabinets & cupboards,SR35,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-suspension-rail-80340048/,No,"Suspension rail,",IKEA of Sweden,1,4,70,https://www.ikea.com/sa/en/images/products/eket-suspension-rail__0626707_pe692957_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-suspension-rail__0845860_pe616266_s5.jpg?f=s,
2357,39329384,EKET,Chests of drawers & drawer units,SR305,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-cabinet-with-2-drawers-dark-grey-s39329384/,Yes,"Wall cabinet with 2 drawers, dark grey,",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-2-drawers-dark-grey__0783757_pe761567_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-2-drawers-dark-grey__1007175_pe825979_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-2-drawers-dark-grey__1060612_ph177795_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-2-drawers-dark-grey__0807310_pe770384_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-2-drawers-dark-grey__0807309_pe770381_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-2-drawers-dark-grey__0807806_pe770535_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-2-drawers-dark-grey__0476246_pe616193_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-2-drawers-dark-grey__1081922_ph179302_s5.jpg?f=s,
2726,69336359,EKET,Chests of drawers & drawer units,SR229,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-cabinet-with-glass-door-dark-grey-s69336359/,Yes,"Wall cabinet with glass door, dark grey,",IKEA of Sweden/Jon Karlsson,,,,https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-dark-grey__0807286_pe770379_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-dark-grey__0807285_pe770358_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-dark-grey__0807284_pe770380_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-dark-grey__0807283_pe770378_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-dark-grey__0843151_pe616267_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-dark-grey__0631841_pe695226_s5.jpg?f=s,
2320,39336365,EKET,Cabinets & cupboards,SR229,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-cabinet-with-glass-door-light-grey-s39336365/,Yes,"Wall cabinet with glass door, light grey,",IKEA of Sweden/Jon Karlsson,,,,https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-light-grey__0807294_pe770365_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-light-grey__0807293_pe770364_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-light-grey__0807292_pe770377_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-light-grey__0807291_pe770362_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-light-grey__0843151_pe616267_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-light-grey__0631841_pe695226_s5.jpg?f=s,
2178,9533013,EKET,Cabinets & cupboards,SR215,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-cabinet-with-glass-door-pale-yellow-s09533013/,Yes,"Wall cabinet with glass door, pale yellow,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-pale-yellow__1212351_pe910619_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-pale-yellow__1298703_pe936254_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-pale-yellow__0843151_pe616267_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-cabinet-with-glass-door-pale-yellow__0631833_pe695225_s5.jpg?f=s,
2509,59189127,EKET,Bookcases & shelving units,"SR1,181",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-dark-grey-s59189127/,Yes,"Wall-mounted cabinet combination, dark grey,",IKEA of Sweden/Jon Karlsson,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__0625898_pe692505_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__0845185_pe617888_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__0476233_pe616175_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__0631833_pe695225_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__0631841_pe695226_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__0843151_pe616267_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__1038942_pe840074_s5.jpg?f=s,
2091,19494266,EKET,Cabinets & cupboards,"SR1,326",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-dark-grey-s19494266/,Yes,"Wall-mounted cabinet combination, dark grey,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__1132813_pe878305_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__1094305_pe863379_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__0732077_pe738560_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__0553788_pe659558_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey__0631841_pe695226_s5.jpg?f=s,
2492,29492747,EKET,Bookcases & shelving units,"SR1,318",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect-s29492747/,Yes,"Wall-mounted cabinet combination, dark grey/walnut effect,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__1132824_pe878316_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__1170324_pe892777_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__1170323_pe892778_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__1161301_pe889327_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__0553788_pe659558_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__0631841_pe695226_s5.jpg?f=s,
2267,49490337,EKET,Bookcases & shelving units,"SR1,213",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect-s49490337/,Yes,"Wall-mounted cabinet combination, dark grey/walnut effect,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__1133156_pe878456_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__1170358_pe892798_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__1170345_pe892787_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__1161301_pe889327_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__0631841_pe695226_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__0553786_pe659556_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-dark-grey-walnut-effect__0819656_pe774850_s5.jpg?f=s,
2395,99429861,EKET,Bookcases & shelving units,SR487,No old price,FALSE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-light-green-white-stained-oak-effect-s99429861/,No,"Wall-mounted cabinet combination, light green/white stained oak effect,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-light-green-white-stained-oak-effect__1016147_pe830238_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-light-green-white-stained-oak-effect__1027006_pe834661_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-light-green-white-stained-oak-effect__1027005_pe834660_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-light-green-white-stained-oak-effect__1038940_pe840067_s5.jpg?f=s,
2347,9521369,EKET,Cabinets & cupboards,SR493,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-light-grey-blue-white-stained-oak-effect-s09521369/,Yes,"Wall-mounted cabinet combination, light grey-blue/white stained oak effect,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-light-grey-blue-white-stained-oak-effect__1219334_pe913434_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-light-grey-blue-white-stained-oak-effect__1238015_pe918254_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-light-grey-blue-white-stained-oak-effect__1237383_pe917949_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-light-grey-blue-white-stained-oak-effect__0631833_pe695225_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-light-grey-blue-white-stained-oak-effect__0631841_pe695226_s5.jpg?f=s,
2409,19490287,EKET,Bookcases & shelving units,"SR1,928",No old price,FALSE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-walnut-effect-s19490287/,No,"Wall-mounted cabinet combination, walnut effect,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-walnut-effect__1132788_pe878301_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-walnut-effect__1161420_pe889386_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-walnut-effect__1161301_pe889327_s5.jpg?f=s,
2510,59507733,EKET,Bookcases & shelving units,"SR1,189",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-walnut-effect-white-dark-grey-s59507733/,Yes,"Wall-mounted cabinet combination, walnut effect/white dark grey,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-walnut-effect-white-dark-grey__1172193_pe893265_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-walnut-effect-white-dark-grey__1182010_pe896911_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-walnut-effect-white-dark-grey__0843100_pe619666_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-walnut-effect-white-dark-grey__1161301_pe889327_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-walnut-effect-white-dark-grey__0631833_pe695225_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-walnut-effect-white-dark-grey__0631841_pe695226_s5.jpg?f=s,
2112,19189030,EKET,Cabinets & cupboards,"SR1,193",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s19189030/,Yes,"Wall-mounted cabinet combination, white,",IKEA of Sweden/Jon Karlsson,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white__0625896_pe692503_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white__0845327_pe617893_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white__0476236_pe616178_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white__0631833_pe695225_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white__0631841_pe695226_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white__0843151_pe616267_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white__0843100_pe619666_s5.jpg?f=s,
2496,99494272,EKET,Bookcases & shelving units,"SR1,326",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s99494272/,Yes,"Wall-mounted cabinet combination, white,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white__1132791_pe878303_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white__0553788_pe659558_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white__0631841_pe695226_s5.jpg?f=s,
2279,19189153,EKET,Cabinets & cupboards,"SR1,944",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey-s19189153/,Yes,"Wall-mounted cabinet combination, white/dark grey/light grey,",IKEA of Sweden/Jon Karlsson,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey__0478880_pe617900_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey__1007184_pe825986_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey__0845337_pe617901_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey__0732078_pe738562_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey__0631833_pe695225_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey__0631841_pe695226_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey__0843151_pe616267_s5.jpg?f=s,
2493,59494269,EKET,Bookcases & shelving units,"SR1,326",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey-s59494269/,Yes,"Wall-mounted cabinet combination, white/dark grey/light grey,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey__1132792_pe878304_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey__0553788_pe659558_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-dark-grey-light-grey__0631841_pe695226_s5.jpg?f=s,
2245,79494273,EKET,Cabinets & cupboards,"SR1,326",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-light-green-s79494273/,No,"Wall-mounted cabinet combination, white/light green,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-light-green__1132821_pe878313_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-light-green__0553788_pe659558_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-light-green__0631841_pe695226_s5.jpg?f=s,
2495,79521667,EKET,Chests of drawers & drawer units,"SR1,318",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-light-grey-blue-s79521667/,Yes,"Wall-mounted cabinet combination, white/light grey-blue,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-light-grey-blue__1219339_pe913426_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-light-grey-blue__1238033_pe918262_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-light-grey-blue__1238032_pe918264_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-light-grey-blue__0553788_pe659558_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-light-grey-blue__0631841_pe695226_s5.jpg?f=s,
2302,9521675,EKET,Cabinets & cupboards,"SR1,077",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-multicolour-s09521675/,Yes,"Wall-mounted cabinet combination, white/multicolour,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-multicolour__1219355_pe913438_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-multicolour__1238043_pe918268_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-multicolour__1238042_pe918270_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-multicolour__0553786_pe659556_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-multicolour__0631841_pe695226_s5.jpg?f=s,
2497,99521666,EKET,Chests of drawers & drawer units,"SR1,318",No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-pale-yellow-s99521666/,Yes,"Wall-mounted cabinet combination, white/pale yellow,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-pale-yellow__1219340_pe913419_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-pale-yellow__1238035_pe918261_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-pale-yellow__1238034_pe918263_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-pale-yellow__0553788_pe659558_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-cabinet-combination-white-pale-yellow__0631841_pe695226_s5.jpg?f=s,
2416,89429343,EKET,Chests of drawers & drawer units,SR149,No old price,FALSE,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-light-green-s89429343/,No,"Wall-mounted shelving unit, light green,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-light-green__1016134_pe830228_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-light-green__1059023_ph182225_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-light-green__1059021_ph182229_s5.jpg?f=s,
2299,89285820,EKET,Cabinets & cupboards,SR380,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-w-4-comp-white-s89285820/,Yes,"Wall-mounted shelving unit w 4 comp, white,",IKEA of Sweden/Jon Karlsson,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-w-4-comp-white__0473436_pe614568_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-w-4-comp-white__0847354_pe616184_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-w-4-comp-white__0732079_pe738561_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-w-4-comp-white__0843100_pe619666_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-w-4-comp-white__0845860_pe616266_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-w-4-comp-white__0553776_pe659550_s5.jpg?f=s,
2131,19490273,EKET,Cabinets & cupboards,SR155,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-walnut-effect-s19490273/,Yes,"Wall-mounted shelving unit, walnut effect,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-walnut-effect__1132779_pe878298_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-walnut-effect__1161409_pe889380_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-walnut-effect__1161410_pe889383_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-walnut-effect__1161301_pe889327_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-walnut-effect__0843151_pe616267_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-walnut-effect__0631833_pe695225_s5.jpg?f=s,
2295,49285817,EKET,Cabinets & cupboards,SR169,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-white-s49285817/,Yes,"Wall-mounted shelving unit, white,",IKEA of Sweden/Jon Karlsson,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-white__1212327_pe910600_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-white__1074370_ph183257_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-white__1060579_ph178284_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-white__1007194_pe825996_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-white__0843151_pe616267_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-white__0732079_pe738561_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-shelving-unit-white__0631841_pe695226_s5.jpg?f=s,
2388,69430149,EKET,Bookcases & shelving units,SR623,No old price,FALSE,https://www.ikea.com/sa/en/p/eket-wall-mounted-storage-combination-light-green-white-s69430149/,No,"Wall-mounted storage combination, light green/white,",Unknown,,,,https://www.ikea.com/sa/en/images/products/eket-wall-mounted-storage-combination-light-green-white__1017334_pe830776_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-storage-combination-light-green-white__1027058_pe834704_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-storage-combination-light-green-white__1027059_pe834705_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-wall-mounted-storage-combination-light-green-white__1027060_pe834709_s5.jpg?f=s,
