,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,product_img,
2797,9429605,TROTTEN,Tables & desks,SR795,No old price,TRUE,https://www.ikea.com/sa/en/p/trotten-table-white-s09429605/,Yes,"Table, white,",Unknown,,,,https://www.ikea.com/sa/en/images/products/trotten-table-white__1020999_pe832027_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trotten-table-white__1063547_ph176120_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trotten-table-white__1083141_pe858971_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trotten-table-white__1063546_ph176124_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trotten-table-white__1054216_pe847596_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trotten-table-white__1040223_pe840614_s5.jpg?f=s,
2165,40452575,PLATSA,Cabinets & cupboards,SR225,No old price,TRUE,https://www.ikea.com/sa/en/p/platsa-open-shelving-unit-white-40452575/,No,"Open shelving unit, white,",Ola Wihlborg,40,60,60,https://www.ikea.com/sa/en/images/products/platsa-open-shelving-unit-white__0772524_pe756021_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/platsa-open-shelving-unit-white__0780273_pe759920_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/platsa-open-shelving-unit-white__0780261_pe759910_s5.jpg?f=s,
3037,514033,KUGGIS,Cabinets & cupboards,SR32,No old price,TRUE,https://www.ikea.com/sa/en/p/kuggis-box-with-lid-transparent-black-00514033/,Yes,"Box with lid, transparent black,",IKEA of Sweden,26,15,18,https://www.ikea.com/sa/en/images/products/kuggis-box-with-lid-transparent-black__1028985_pe835606_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kuggis-box-with-lid-transparent-black__1121557_pe874271_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kuggis-box-with-lid-transparent-black__1035652_pe838218_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kuggis-box-with-lid-transparent-black__1035651_pe838221_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kuggis-box-with-lid-transparent-black__1028986_pe835607_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kuggis-box-with-lid-transparent-black__0977349_pe813551_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kuggis-box-with-lid-transparent-black__1121615_pe874294_s5.jpg?f=s,
206,9392616,BOAXEL,Bookcases & shelving units,SR460,No old price,TRUE,https://www.ikea.com/sa/en/p/boaxel-shelving-unit-white-s09392616/,No,"Shelving unit, white,",Unknown,,,,https://www.ikea.com/sa/en/images/products/boaxel-shelving-unit-white__0925997_pe789008_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/boaxel-shelving-unit-white__0925998_pe789010_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/boaxel-shelving-unit-white__1237293_pe917900_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/boaxel-shelving-unit-white__1237292_pe917901_s5.jpg?f=s,
3,29478082,PAX / FORSAND,Wardrobes,"SR2,985","SR3,355",TRUE,https://www.ikea.com/sa/en/p/pax-forsand-wardrobe-white-white-s29478082/,No,"Wardrobe, white/white,",Unknown,55,176,79,https://www.ikea.com/sa/en/images/products/pax-forsand-wardrobe-white-white__1080483_pe858059_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-forsand-wardrobe-white-white__1103604_pe867332_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-forsand-wardrobe-white-white__1103600_pe867330_s5.jpg?f=s,
3900,69481596,BERGMUND,Dining furniture,SR770,No old price,TRUE,https://www.ikea.com/sa/en/p/bergmund-chair-white-gunnared-medium-grey-s69481596/,Yes,"Chair, white/Gunnared medium grey",Unknown,,,,https://www.ikea.com/sa/en/images/products/bergmund-chair-white-gunnared-medium-grey__1082816_pe858830_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-chair-white-gunnared-medium-grey__0926633_pe789418_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-chair-white-gunnared-medium-grey__1053027_pe846600_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-chair-white-gunnared-medium-grey__1053026_pe846626_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-chair-white-gunnared-medium-grey__0926635_pe789416_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-chair-white-gunnared-medium-grey__0926634_pe789417_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-chair-white-gunnared-medium-grey__1053029_pe846601_s5.jpg?f=s,
1685,30512631,TOLKNING,Beds,SR300,No old price,TRUE,https://www.ikea.com/sa/en/p/tolkning-headboard-handmade-rattan-30512631/,No,"Headboard, handmade rattan",Nike Karlsson,,96,90,https://www.ikea.com/sa/en/images/products/tolkning-headboard-handmade-rattan__1098693_pe865486_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/tolkning-headboard-handmade-rattan__1099742_pe865892_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/tolkning-headboard-handmade-rattan__1099741_pe865893_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/tolkning-headboard-handmade-rattan__1095817_pe864040_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/tolkning-headboard-handmade-rattan__1095816_pe864041_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/tolkning-headboard-handmade-rattan__1095917_pe864100_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/tolkning-headboard-handmade-rattan__1139741_pe880454_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/tolkning-headboard-handmade-rattan__1138249_pe879929_s5.jpg?f=s,
2729,39280943,ID�SEN,Tables & desks,"SR3,425",No old price,TRUE,https://www.ikea.com/sa/en/p/idasen-desk-sit-stand-black-dark-grey-s39280943/,No,"Desk sit/stand, black/dark grey,",Jon Karlsson,,,,https://www.ikea.com/sa/en/images/products/idasen-desk-sit-stand-black-dark-grey__0734935_pe739669_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idasen-desk-sit-stand-black-dark-grey__1123987_pe874957_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idasen-desk-sit-stand-black-dark-grey__1123972_pe874942_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idasen-desk-sit-stand-black-dark-grey__0709558_ph155770_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idasen-desk-sit-stand-black-dark-grey__0855384_pe709488_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idasen-desk-sit-stand-black-dark-grey__0855392_pe724213_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idasen-desk-sit-stand-black-dark-grey__0855408_pe733238_s5.jpg?f=s,
2923,29265981,HAVSTA,Cabinets & cupboards,"SR2,440",No old price,TRUE,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-white-s29265981/,Yes,"Storage combination w glass-doors, white,",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/havsta-storage-combination-w-glass-doors-white__0720180_pe732463_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-w-glass-doors-white__0675390_pe718307_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-w-glass-doors-white__0730888_pe737834_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-w-glass-doors-white__0675294_pe718249_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-w-glass-doors-white__0675362_pe718286_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-w-glass-doors-white__0844451_pe718289_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-w-glass-doors-white__0844118_pe718282_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-w-glass-doors-white__0765682_pe753624_s5.jpg?f=s,
3952,70418170,PR�STHOLM,Outdoor furniture,SR835,SR395,TRUE,https://www.ikea.com/sa/en/p/praestholm-bench-with-backrest-outdoor-grey-70418170/,No,"Bench with backrest, outdoor, grey",Ola Wihlborg,39,44,107,https://www.ikea.com/sa/en/images/products/praestholm-bench-with-backrest-outdoor-grey__0677722_pe719053_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/praestholm-bench-with-backrest-outdoor-grey__0740224_ph159471_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/praestholm-bench-with-backrest-outdoor-grey__0907556_pe719054_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/praestholm-bench-with-backrest-outdoor-grey__0907538_pe719051_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/praestholm-bench-with-backrest-outdoor-grey__0907544_pe719052_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/praestholm-bench-with-backrest-outdoor-grey__0907564_pe719055_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/praestholm-bench-with-backrest-outdoor-grey__0946852_pe798285_s5.jpg?f=s,
763,29508989,EKTORP,Sofas,"SR4,795",No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-corner-sofa-4-seat-kilanda-dark-blue-s29508989/,Yes,"Corner sofa, 4-seat, Kilanda dark blue",Unknown,,,,https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-dark-blue__1194813_pe902063_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-dark-blue__1194812_pe902062_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-dark-blue__1194822_pe902072_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-dark-blue__1194823_pe902091_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-dark-blue__0717901_pe731384_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-dark-blue__0733167_pe738878_s5.jpg?f=s,
3845,89041709,ANTILOP,Nursery furniture,SR99,No old price,TRUE,https://www.ikea.com/sa/en/p/antilop-highchair-with-safety-belt-white-silver-colour-s89041709/,No,"Highchair with safety belt, white/silver-colour",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/antilop-highchair-with-safety-belt-white-silver-colour__0727491_pe735716_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-highchair-with-safety-belt-white-silver-colour__1205625_pe907180_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-highchair-with-safety-belt-white-silver-colour__1205626_pe907179_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-highchair-with-safety-belt-white-silver-colour__1062068_pe850642_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-highchair-with-safety-belt-white-silver-colour__1205624_pe907177_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-highchair-with-safety-belt-white-silver-colour__1205627_pe907178_s5.jpg?f=s,
1121,39408526,GR�NLID,Sofas,"SR9,440",No old price,FALSE,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-5-seat-w-chaise-longue-sporda-dark-grey-s39408526/,Yes,"Corner sofa, 5-seat w chaise longue, Sporda dark grey",Unknown,,,,https://www.ikea.com/sa/en/images/products/groenlid-corner-sofa-5-seat-w-chaise-longue-sporda-dark-grey__0577286_pe668742_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-corner-sofa-5-seat-w-chaise-longue-sporda-dark-grey__0787564_pe763284_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-corner-sofa-5-seat-w-chaise-longue-sporda-dark-grey__0828819_pe690784_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-corner-sofa-5-seat-w-chaise-longue-sporda-dark-grey__0831243_ph166233_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-corner-sofa-5-seat-w-chaise-longue-sporda-dark-grey__0830449_pe669689_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-corner-sofa-5-seat-w-chaise-longue-sporda-dark-grey__0578889_pe669620_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-corner-sofa-5-seat-w-chaise-longue-sporda-dark-grey__0823268_pe669598_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-corner-sofa-5-seat-w-chaise-longue-sporda-dark-grey__0875839_ph168963_s5.jpg?f=s,
735,59533275,TROFAST,Nursery furniture,SR290,No old price,FALSE,https://www.ikea.com/sa/en/p/trofast-storage-combination-with-box-trays-light-white-stained-pine-turquoise-white-s59533275/,Yes,"Storage combination with box/trays, light white stained pine turquoise/white,",Unknown,,,,https://www.ikea.com/sa/en/images/products/trofast-storage-combination-with-box-trays-light-white-stained-pine-turquoise-white__1088465_pe861182_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-with-box-trays-light-white-stained-pine-turquoise-white__1102768_pe867131_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-with-box-trays-light-white-stained-pine-turquoise-white__1103236_pe867226_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-with-box-trays-light-white-stained-pine-turquoise-white__1095742_pe864007_s5.jpg?f=s,
3297,80299874,BEST�,TV & media furniture,SR845,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-80299874/,Yes,"TV bench, black-brown,",Unknown,40,64,180,https://www.ikea.com/sa/en/images/products/besta-tv-bench-black-brown__0316238_pe516829_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-black-brown__0843438_pe535720_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-black-brown__0763982_pe753016_s5.jpg?f=s,
489,69228473,TROFAST,Nursery furniture,SR420,SR520,FALSE,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-white-s69228473/,Yes,"Storage combination, white/white,",Studio Copenhagen,,,,https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-white__0535774_pe649629_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-white__0876101_pe649630_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-white__0876106_pe649631_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-white__1201981_pe905744_s5.jpg?f=s,
1677,39501685,BJ�RKSN�S,Beds,"SR2,395",No old price,TRUE,https://www.ikea.com/sa/en/p/bjoerksnaes-bed-frame-birch-birch-veneer-lindbaden-s39501685/,No,"Bed frame, birch/birch veneer/Lindb�den,",Unknown,,,,https://www.ikea.com/sa/en/images/products/bjoerksnaes-bed-frame-birch-birch-veneer-lindbaden__1175828_pe894830_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bjoerksnaes-bed-frame-birch-birch-veneer-lindbaden__0355811_pe383063_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bjoerksnaes-bed-frame-birch-birch-veneer-lindbaden__0109628_pe259269_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bjoerksnaes-bed-frame-birch-birch-veneer-lindbaden__1175827_pe894831_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bjoerksnaes-bed-frame-birch-birch-veneer-lindbaden__1175826_pe894829_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bjoerksnaes-bed-frame-birch-birch-veneer-lindbaden__1181702_pe896740_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bjoerksnaes-bed-frame-birch-birch-veneer-lindbaden__0738509_pe741468_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bjoerksnaes-bed-frame-birch-birch-veneer-lindbaden__1127516_pe876261_s5.jpg?f=s,
716,49335921,TROFAST,Nursery furniture,SR405,SR435,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-green-white-s49335921/,Yes,"Storage combination, white/green white,",Studio Copenhagen,,,,https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-green-white__0807845_pe770554_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-green-white__0878196_pe649640_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-green-white__1201536_pe905685_s5.jpg?f=s,
4225,79421738,BEST�,"Sideboards, buffets & console tables","SR2,095",No old price,TRUE,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-white-bjoerkoeviken-stubbarp-birch-veneer-s79421738/,Yes,"Storage combination with doors, white/Bj�rk�viken/Stubbarp birch veneer,",Unknown,,,,https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-bjoerkoeviken-stubbarp-birch-veneer__0996727_pe822465_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-bjoerkoeviken-stubbarp-birch-veneer__0993840_pe820701_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-bjoerkoeviken-stubbarp-birch-veneer__1001960_pe824557_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-bjoerkoeviken-stubbarp-birch-veneer__0998425_pe823028_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-bjoerkoeviken-stubbarp-birch-veneer__0993841_pe820742_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-bjoerkoeviken-stubbarp-birch-veneer__1142340_pe881244_s5.jpg?f=s,
1548,79388673,STRANDTORP / UDMUND,Dining furniture,"SR3,499",No old price,TRUE,https://www.ikea.com/sa/en/p/strandtorp-udmund-table-and-4-chairs-white-viarp-beige-brown-s79388673/,Yes,"Table and 4 chairs, white/Viarp beige/brown,",Unknown,,,,https://www.ikea.com/sa/en/images/products/strandtorp-udmund-table-and-4-chairs-white-viarp-beige-brown__0929701_pe790421_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/strandtorp-udmund-table-and-4-chairs-white-viarp-beige-brown__0929702_pe790423_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/strandtorp-udmund-table-and-4-chairs-white-viarp-beige-brown__1000315_pe824221_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/strandtorp-udmund-table-and-4-chairs-white-viarp-beige-brown__0928431_pe789862_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/strandtorp-udmund-table-and-4-chairs-white-viarp-beige-brown__0928432_pe789863_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/strandtorp-udmund-table-and-4-chairs-white-viarp-beige-brown__0928433_pe789860_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/strandtorp-udmund-table-and-4-chairs-white-viarp-beige-brown__0964767_pe809164_s5.jpg?f=s,
2618,20399777,NISSAFORS,Trolleys,SR105,SR119,TRUE,https://www.ikea.com/sa/en/p/nissafors-trolley-black-20399777/,Yes,"Trolley, black,",Ebba Strandmark,50,83,30,https://www.ikea.com/sa/en/images/products/nissafors-trolley-black__0672522_pe716744_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nissafors-trolley-black__0720606_pe732685_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nissafors-trolley-black__0753665_pe747672_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nissafors-trolley-black__0817828_ph165679_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nissafors-trolley-black__0817827_ph165682_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nissafors-trolley-black__0722743_pe733704_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nissafors-trolley-black__0719424_pe732679_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nissafors-trolley-black__1134481_pe878795_s5.jpg?f=s,
3848,90219829,BEKV�M,Chairs,SR275,No old price,TRUE,https://www.ikea.com/sa/en/p/bekvaem-stepladder-3-steps-black-90219829/,Yes,"Stepladder, 3 steps, black,",Nike Karlsson,21,75,44,https://www.ikea.com/sa/en/images/products/bekvaem-stepladder-3-steps-black__0170966_pe325081_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bekvaem-stepladder-3-steps-black__0302283_pe376095_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bekvaem-stepladder-3-steps-black__0810571_ph165025_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bekvaem-stepladder-3-steps-black__0810575_ph158453_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bekvaem-stepladder-3-steps-black__1214007_pe911463_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bekvaem-stepladder-3-steps-black__1092396_pe862850_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bekvaem-stepladder-3-steps-black__0731917_ph142897_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bekvaem-stepladder-3-steps-black__0871164_pe600438_s5.jpg?f=s,
3653,40481120,KOPPANG,Chests of drawers & drawer units,SR875,No old price,TRUE,https://www.ikea.com/sa/en/p/koppang-chest-of-5-drawers-black-brown-40481120/,Yes,"Chest of 5 drawers, black-brown,",K Hagberg/M Hagberg,44,114,90,https://www.ikea.com/sa/en/images/products/koppang-chest-of-5-drawers-black-brown__0430430_pe584634_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/koppang-chest-of-5-drawers-black-brown__0778086_pe758830_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/koppang-chest-of-5-drawers-black-brown__0858881_pe661803_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/koppang-chest-of-5-drawers-black-brown__0778102_pe758835_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/koppang-chest-of-5-drawers-black-brown__1126487_pe875749_s5.jpg?f=s,
4103,79489257,TVAR� / FR�S�N,Outdoor furniture,"SR2,745","SR3,045",FALSE,https://www.ikea.com/sa/en/p/tvaroe-froesoen-3-seat-modular-sofa-outdoor-dark-grey-s79489257/,Yes,"3-seat modular sofa, outdoor, dark grey",Unknown,,,,https://www.ikea.com/sa/en/images/products/tvaroe-froesoen-3-seat-modular-sofa-outdoor-dark-grey__1180885_pe896501_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/tvaroe-froesoen-3-seat-modular-sofa-outdoor-dark-grey__1180852_pe896479_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/tvaroe-froesoen-3-seat-modular-sofa-outdoor-dark-grey__1180851_pe896480_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/tvaroe-froesoen-3-seat-modular-sofa-outdoor-dark-grey__1180884_pe896502_s5.jpg?f=s,
711,40520008,TROFAST,Nursery furniture,SR20,No old price,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-tray-with-compartments-turquoise-40520008/,Yes,"Storage tray with compartments, turquoise,",Henrik Preutz,42,5,30,https://www.ikea.com/sa/en/images/products/trofast-storage-tray-with-compartments-turquoise__1042386_pe841367_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-tray-with-compartments-turquoise__1104111_pe867536_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-tray-with-compartments-turquoise__1095742_pe864007_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-tray-with-compartments-turquoise__1099388_pe865681_s5.jpg?f=s,
181,79302995,ELVARLI,Wardrobes,"SR2,715",No old price,TRUE,https://www.ikea.com/sa/en/p/elvarli-wardrobe-combination-white-s79302995/,No,"Wardrobe combination, white,",Ehl�n Johansson,,,,https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0713937_pe729854_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__1220802_ph169670_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0713936_pe729855_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0445446_pe595948_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__1237671_ph191609_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0855978_pe614659_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/elvarli-wardrobe-combination-white__0855603_pe595833_s5.jpg?f=s,
1144,69508992,EKTORP,Sofas,"SR4,795",No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-corner-sofa-4-seat-kilanda-light-beige-s69508992/,Yes,"Corner sofa, 4-seat, Kilanda light beige",Unknown,,,,https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-light-beige__1194817_pe902067_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-light-beige__1194830_pe902079_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-light-beige__1194816_pe902071_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-light-beige__1194831_pe902080_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-light-beige__0717901_pe731384_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ektorp-corner-sofa-4-seat-kilanda-light-beige__0733167_pe738878_s5.jpg?f=s,
982,10496137,VIMLE,Armchairs & chaise longues,SR395,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-cover-for-1-seat-section-hallarp-beige-10496137/,Yes,"Cover for 1-seat section, Hallarp beige",Ehl�n Johansson,57,4,37,https://www.ikea.com/sa/en/images/products/vimle-cover-for-1-seat-section-hallarp-beige__0949347_pe799655_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-cover-for-1-seat-section-hallarp-beige__0826813_pe776411_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-cover-for-1-seat-section-hallarp-beige__0949353_pe799661_s5.jpg?f=s,
2906,39265990,HAVSTA,Cabinets & cupboards,"SR2,290",No old price,TRUE,https://www.ikea.com/sa/en/p/havsta-storage-combination-with-doors-white-s39265990/,Yes,"Storage combination with doors, white,",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/havsta-storage-combination-with-doors-white__0720181_pe732464_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-with-doors-white__0675393_pe718309_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-with-doors-white__0675392_pe718305_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-with-doors-white__0844118_pe718282_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-with-doors-white__0844162_pe718237_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-combination-with-doors-white__0765678_pe753623_s5.jpg?f=s,
