product_page_link,product_product_name,product_product_size,product_describe,product_price_now,product_img,product_product_size_url
https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-grey-stained-s39247171/,HEMNES,140x200 cm,"Slatted bed base,",SR 300,https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-grey-stained__1051278_pe845126_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-grey-stained__1101604_pe866683_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-grey-stained__1051277_pe845128_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-grey-stained__1101560_pe866735_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-grey-stained__1154529_pe886102_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-grey-stained__1184189_pe897773_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-grey-stained__0862158_pe660194_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-grey-stained__0954041_pe803143_s5.jpg?f=s,https://www.ikea.com/sa/en/p/lindbaden-slatted-bed-base-pine-s09496237/
https://www.ikea.com/sa/en/p/smastad-wardrobe-white-pale-pink-with-2-clothes-rails-s69390879/,SMÅSTAD,60x42x181 cm,"Wardrobe, white pale pink/with 2 clothes rails,",SR 909,https://www.ikea.com/sa/en/images/products/smastad-wardrobe-white-pale-pink-with-2-clothes-rails__0925747_pe788859_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-wardrobe-white-pale-pink-with-2-clothes-rails__0936466_pe793263_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-wardrobe-white-pale-pink-with-2-clothes-rails__0939280_pe794504_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-wardrobe-white-pale-pink-with-2-clothes-rails__0945145_pe797580_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-wardrobe-white-pale-pink-with-2-clothes-rails__0945431_pe797653_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-wardrobe-white-pale-pink-with-2-clothes-rails__0936448_pe793255_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-wardrobe-white-pale-pink-with-2-clothes-rails__0939283_pe794506_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-wardrobe-white-pale-pink-with-2-clothes-rails__1225403_pe915312_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/froeset-easy-chair-white-stained-oak-veneer-80425641/,FRÖSET,,"Easy chair, white stained oak veneer",SR 595,https://www.ikea.com/sa/en/images/products/froeset-easy-chair-white-stained-oak-veneer__0824154_pe776005_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/froeset-easy-chair-white-stained-oak-veneer__0932440_ph170243_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/froeset-easy-chair-white-stained-oak-veneer__0937802_pe793856_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/froeset-easy-chair-white-stained-oak-veneer__0985867_pe816848_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/froeset-easy-chair-white-stained-oak-veneer__0932441_ph170242_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/froeset-easy-chair-white-stained-oak-veneer__0832032_pe777564_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/froeset-easy-chair-white-stained-oak-veneer__0832958_pe777903_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-doors-pine-s49395788/,IVAR,100 cm,"Cross-brace,",SR 5,https://www.ikea.com/sa/en/images/products/ivar-shelving-unit-with-doors-pine__0936645_pe793324_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ivar-shelving-unit-with-doors-pine__0936646_pe793325_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ivar-shelving-unit-with-doors-pine__1192648_ph175740_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ivar-shelving-unit-with-doors-pine__0933900_ph170256_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ivar-shelving-unit-with-doors-pine__0933899_ph169574_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ivar-shelving-unit-with-doors-pine__1097584_pe865041_s5.jpg?f=s,https://www.ikea.com/sa/en/p/observatoer-cross-brace-galvanised-87749600/
https://www.ikea.com/sa/en/p/trofast-wall-storage-white-dark-grey-s49480343/,TROFAST,34x21x30 cm,"Wall storage, white/dark grey,",SR 150,https://www.ikea.com/sa/en/images/products/trofast-wall-storage-white-dark-grey__1086721_pe860552_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-wall-storage-white-dark-grey__1104903_pe867962_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-wall-storage-white-dark-grey__1101174_pe866384_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-wall-storage-white-dark-grey__1103393_pe867274_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-wall-storage-white-dark-grey__1095898_pe864082_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-wall-storage-white-dark-grey__1214054_pe911476_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/flottebo-cover-sofa-bed-vissle-purple-10441729/,FLOTTEBO,90 cm,"Cover sofa-bed, Vissle purple,",SR 490,https://www.ikea.com/sa/en/images/products/flottebo-cover-sofa-bed-vissle-purple__0714088_pe729909_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/flottebo-cover-sofa-bed-vissle-purple__0713775_pe729755_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/flottebo-cover-sofa-bed-vissle-purple__0714085_pe729908_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/flottebo-cover-sofa-bed-vissle-purple__0714084_pe729907_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/flottebo-cover-sofa-bed-vissle-purple__0714087_pe729910_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/flottebo-cover-sofa-bed-vissle-purple__0714086_pe729911_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/flottebo-cover-sofa-bed-vissle-purple__0813392_ph166252_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/flottebo-cover-sofa-bed-vissle-purple__0813398_ph166258_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/yngvar-bar-stool-anthracite-60400745/,YNGVAR,75 cm,"Bar stool, anthracite,",SR 649,https://www.ikea.com/sa/en/images/products/yngvar-bar-stool-anthracite__0714270_pe729999_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/yngvar-bar-stool-anthracite__1250272_pe923674_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/yngvar-bar-stool-anthracite__1250275_ph173450_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/yngvar-bar-stool-anthracite__1250281_ph181084_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/yngvar-bar-stool-anthracite__1250283_ph181087_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/yngvar-bar-stool-anthracite__0742485_pe742619_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/yngvar-bar-stool-anthracite__1053098_pe846694_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/yngvar-bar-stool-anthracite__1053097_pe846693_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-white-light-grey-dark-grey-walnut-effect-s79490755/,EKET,210x35x210 cm,"Cabinet combination with legs, white light grey/dark grey/walnut effect,","SR 3,168",https://www.ikea.com/sa/en/images/products/eket-cabinet-combination-with-legs-white-light-grey-dark-grey-walnut-effect__1138649_pe880028_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-combination-with-legs-white-light-grey-dark-grey-walnut-effect__1161446_pe889395_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-combination-with-legs-white-light-grey-dark-grey-walnut-effect__0915271_pe784674_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/ekenaeset-2-seat-sofa-kilanda-light-beige-30533501/,EKENÄSET,,"2-seat sofa, Kilanda light beige","SR 1,495",https://www.ikea.com/sa/en/images/products/ekenaeset-2-seat-sofa-kilanda-light-beige__1109710_pe870174_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekenaeset-2-seat-sofa-kilanda-light-beige__1109709_pe870175_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekenaeset-2-seat-sofa-kilanda-light-beige__1109708_pe870173_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekenaeset-2-seat-sofa-kilanda-light-beige__1109720_pe870187_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekenaeset-2-seat-sofa-kilanda-light-beige__1161812_pe889525_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/espevaer-valevag-divan-bed-white-firm-light-blue-s49389607/,ESPEVÄR/VALEVÅG,180x200 cm,"Divan bed, white/firm light blue,","SR 3,670",https://www.ikea.com/sa/en/images/products/espevaer-valevag-divan-bed-white-firm-light-blue__0929604_pe790374_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-valevag-divan-bed-white-firm-light-blue__0905210_pe783077_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-valevag-divan-bed-white-firm-light-blue__0636200_pe697714_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-valevag-divan-bed-white-firm-light-blue__0905227_pe783082_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-valevag-divan-bed-white-firm-light-blue__0954660_pe803418_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-valevag-divan-bed-white-firm-light-blue__0376298_pe553491_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/moerbylanga-karlpetter-table-and-4-chairs-oak-veneer-brown-stained-gunnared-medium-grey-chrome-plated-s69516770/,MÖRBYLÅNGA / KARLPETTER,140x85 cm,"Table and 4 chairs, oak veneer brown stained/Gunnared medium grey chrome-plated,","SR 4,059",https://www.ikea.com/sa/en/images/products/moerbylanga-karlpetter-table-and-4-chairs-oak-veneer-brown-stained-gunnared-medium-grey-chrome-plated__1106917_pe868880_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moerbylanga-karlpetter-table-and-4-chairs-oak-veneer-brown-stained-gunnared-medium-grey-chrome-plated__1106916_pe868881_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moerbylanga-karlpetter-table-and-4-chairs-oak-veneer-brown-stained-gunnared-medium-grey-chrome-plated__0976344_pe813145_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/moerbylanga-karlpetter-table-and-4-chairs-oak-veneer-brown-stained-gunnared-medium-grey-chrome-plated__1119153_pe873334_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/smeviken-door-white-10468243/,SMEVIKEN,60x64 cm,Soft closing/push-open hinge,SR 45,https://www.ikea.com/sa/en/images/products/smeviken-door-white__0827651_pe776462_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smeviken-door-white__0827672_pe776468_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smeviken-door-white__1067026_ph181441_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smeviken-door-white__0957089_ph172870_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smeviken-door-white__0917730_pe785935_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smeviken-door-white__0917652_pe785890_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/ekenaeset-bench-jonsbyn-black-10533535/,EKENÄSET,112 cm,"Bench, Jonsbyn black,","SR 1,195",https://www.ikea.com/sa/en/images/products/ekenaeset-bench-jonsbyn-black__1109691_pe870156_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekenaeset-bench-jonsbyn-black__1109690_pe870157_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekenaeset-bench-jonsbyn-black__1109689_pe870158_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekenaeset-bench-jonsbyn-black__1109688_pe870155_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ekenaeset-bench-jonsbyn-black__1161813_pe889527_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-light-grey-s39495081/,EKET,70x35x107 cm,"Cabinet combination with feet, dark grey/light grey,",SR 797,https://www.ikea.com/sa/en/images/products/eket-cabinet-combination-with-feet-dark-grey-light-grey__0666004_pe713367_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-combination-with-feet-dark-grey-light-grey__0742869_pe742860_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-combination-with-feet-dark-grey-light-grey__0716586_pe730940_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-combination-with-feet-dark-grey-light-grey__0732078_pe738562_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/eket-cabinet-combination-with-feet-dark-grey-light-grey__1175579_pe894760_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass-s59411009/,BESTÅ,300x42x231 cm,"TV storage combination/glass doors, white/Lappviken white clear glass,","SR 5,378",https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass__0645055_pe703188_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass__0991895_pe819666_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass__0992232_pe819890_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass__0842991_pe535505_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass__0748373_pe744961_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass__0394106_pe560929_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass__0843389_pe535717_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/taernoe-table-2-chairs-outdoor-black-light-brown-stained-kuddarna-beige-s39286718/,TÄRNÖ,,"Table+2 chairs, outdoor, black/light brown stained/Kuddarna beige",SR 389,https://www.ikea.com/sa/en/images/products/taernoe-table-2-chairs-outdoor-black-light-brown-stained-kuddarna-beige__0666808_pe713691_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/taernoe-table-2-chairs-outdoor-black-light-brown-stained-kuddarna-beige__0802386_ph162517_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/taernoe-table-2-chairs-outdoor-black-light-brown-stained-kuddarna-beige__0667583_pe713986_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/taernoe-table-2-chairs-outdoor-black-light-brown-stained-kuddarna-beige__0907107_pe619009_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/vretstorp-cover-for-3-seat-sofa-bed-remmarn-light-grey-00472622/,VRETSTORP,,"Cover for 3-seat sofa-bed, Remmarn light grey",SR 895,https://www.ikea.com/sa/en/images/products/vretstorp-cover-for-3-seat-sofa-bed-remmarn-light-grey__0818768_pe774600_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vretstorp-cover-for-3-seat-sofa-bed-remmarn-light-grey__0826815_pe776416_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/espevaer-vatnestroem-divan-bed-white-firm-natural-s09389609/,ESPEVÄR/VATNESTRÖM,180x200 cm,"Divan bed, white/firm natural,","SR 5,970",https://www.ikea.com/sa/en/images/products/espevaer-vatnestroem-divan-bed-white-firm-natural__0929662_pe790409_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-vatnestroem-divan-bed-white-firm-natural__0636200_pe697714_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-vatnestroem-divan-bed-white-firm-natural__0787361_pe764071_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-vatnestroem-divan-bed-white-firm-natural__0376298_pe553491_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/espevaer-vatnestroem-divan-bed-white-firm-natural__0833457_pe778083_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/spinnrock-box-with-compartments-white-10543049/,SPINNROCK,25x16x10 cm,"Box with compartments, white,",SR 25,https://www.ikea.com/sa/en/images/products/spinnrock-box-with-compartments-white__1171561_pe893134_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/spinnrock-box-with-compartments-white__1183693_pe897547_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/spinnrock-box-with-compartments-white__1171559_pe893131_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/spinnrock-box-with-compartments-white__1171560_pe893133_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/spinnrock-box-with-compartments-white__1171558_pe893132_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/spinnrock-box-with-compartments-white__1171562_pe893135_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/hemnes-bookcase-black-brown-20371764/,HEMNES,90x197 cm,"Bookcase, black-brown,","SR 1,249",https://www.ikea.com/sa/en/images/products/hemnes-bookcase-black-brown__0644276_pe702554_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bookcase-black-brown__0394545_pe561368_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bookcase-black-brown__0978644_pe814197_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/galant-drawer-unit-black-stained-ash-veneer-30365159/,GALANT,80x80 cm,"Drawer unit, black stained ash veneer,","SR 2,295",https://www.ikea.com/sa/en/images/products/galant-drawer-unit-black-stained-ash-veneer__0613219_pe686155_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/galant-drawer-unit-black-stained-ash-veneer__0856471_pe709376_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/galant-drawer-unit-black-stained-ash-veneer__0855892_pe709377_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/galant-drawer-unit-black-stained-ash-veneer__0855907_pe709378_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/galant-drawer-unit-black-stained-ash-veneer__0527585_pe645442_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/nordviken-bergmund-table-and-4-chairs-white-rommele-dark-blue-white-s79407313/,NORDVIKEN / BERGMUND,152/223 cm,"Table and 4 chairs, white/Rommele dark blue/white,","SR 3,635",https://www.ikea.com/sa/en/images/products/nordviken-bergmund-table-and-4-chairs-white-rommele-dark-blue-white__0950904_pe800735_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nordviken-bergmund-table-and-4-chairs-white-rommele-dark-blue-white__0947713_pe798625_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nordviken-bergmund-table-and-4-chairs-white-rommele-dark-blue-white__0947871_pe798707_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/alex-drawer-unit-on-castors-black-brown-70483429/,ALEX,67x66 cm,"Drawer unit on castors, black-brown,",SR 749,https://www.ikea.com/sa/en/images/products/alex-drawer-unit-on-castors-black-brown__0977783_pe813768_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/alex-drawer-unit-on-castors-black-brown__0995595_pe821772_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/alex-drawer-unit-on-castors-black-brown__0995618_pe821788_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/alex-drawer-unit-on-castors-black-brown__1031759_pe836642_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/esseboda-legs-for-sofa-birch-20525549/,ESSEBODA,,"Legs for sofa, birch",SR 100,https://www.ikea.com/sa/en/images/products/esseboda-legs-for-sofa-birch__1109361_pe869971_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/esseboda-legs-for-sofa-birch__1159035_ph184658_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/trotten-matchspel-desk-and-chair-white-light-grey-s49537759/,TROTTEN / MATCHSPEL,,"Desk and chair, white/light grey","SR 1,590",https://www.ikea.com/sa/en/images/products/trotten-matchspel-desk-and-chair-white-light-grey__1246240_pe922054_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trotten-matchspel-desk-and-chair-white-light-grey__1246239_pe922055_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/boaxel-wardrobe-combination-white-s49332362/,BOAXEL,82x40x201 cm,"Wardrobe combination, white,",SR 485,https://www.ikea.com/sa/en/images/products/boaxel-wardrobe-combination-white__0802041_pe770071_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/boaxel-wardrobe-combination-white__0975849_pe812881_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/boaxel-wardrobe-combination-white__0958071_pe805228_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/boaxel-wardrobe-combination-white__0806365_pe770070_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/boaxel-wardrobe-combination-white__0802072_pe770116_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/malm-chest-of-6-drawers-white-60403602/,MALM,80x123 cm,"Chest of 6 drawers, white,",SR 829,https://www.ikea.com/sa/en/images/products/malm-chest-of-6-drawers-white__0484891_pe621335_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/malm-chest-of-6-drawers-white__1154552_pe886132_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/malm-chest-of-6-drawers-white__1154554_pe886133_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/malm-chest-of-6-drawers-white__1154553_pe886134_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/malm-chest-of-6-drawers-white__1154235_pe885954_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/malm-chest-of-6-drawers-white__0766581_pe753827_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/manhult-chair-black-hakebo-yellow-brown-00547062/,MÅNHULT,,"Chair, black/Hakebo yellow-brown",SR 229,https://www.ikea.com/sa/en/images/products/manhult-chair-black-hakebo-yellow-brown__1156114_pe886910_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/manhult-chair-black-hakebo-yellow-brown__1156111_pe886913_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/manhult-chair-black-hakebo-yellow-brown__1156112_pe886914_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/manhult-chair-black-hakebo-yellow-brown__1156113_pe886915_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/manhult-chair-black-hakebo-yellow-brown__1123283_pe874752_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/pello-armchair-holmby-natural-50078464/,PELLO,,"Armchair, Holmby natural",SR 299,https://www.ikea.com/sa/en/images/products/pello-armchair-holmby-natural__38296_pe130209_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pello-armchair-holmby-natural__0841137_pe600889_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pello-armchair-holmby-natural__0446408_pe596512_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pello-armchair-holmby-natural__0841133_pe585630_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pello-armchair-holmby-natural__0939996_pe794753_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s19266033/,HAVSTA,283x37x134 cm,"Storage comb w sliding glass doors, white,","SR 3,623",https://www.ikea.com/sa/en/images/products/havsta-storage-comb-w-sliding-glass-doors-white__0820414_pe732442_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-comb-w-sliding-glass-doors-white__0846183_pe718304_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-comb-w-sliding-glass-doors-white__0675349_pe718280_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-comb-w-sliding-glass-doors-white__0843263_pe718220_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/havsta-storage-comb-w-sliding-glass-doors-white__0770805_pe755622_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-gunnared-beige-s19399033/,VIMLE,,"3-seat sofa, Gunnared beige","SR 3,415",https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-gunnared-beige__0514366_pe639439_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-gunnared-beige__0787232_pe763195_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-gunnared-beige__0686033_pe721555_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-gunnared-beige__0929081_pe790125_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-gunnared-beige__0938659_pe794219_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-gunnared-beige__1006104_ph175947_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-gunnared-beige__1006105_ph175954_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-gunnared-beige__0823121_pe641656_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-wide-armrests-hallarp-beige-s09419060/,VIMLE,,"3-seat sofa-bed, with wide armrests/Hallarp beige","SR 6,425",https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-bed-with-wide-armrests-hallarp-beige__0952198_pe801629_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-bed-with-wide-armrests-hallarp-beige__1030062_pe836102_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-bed-with-wide-armrests-hallarp-beige__0951901_pe801421_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-lappviken-black-brown-clear-glass-s99406708/,BESTÅ,300x42x211 cm,"TV storage combination/glass doors, black-brown/Lappviken black-brown clear glass,","SR 4,019",https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-black-brown-clear-glass__0644930_pe703089_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-black-brown-clear-glass__0992190_pe819856_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-black-brown-clear-glass__0991838_pe819625_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-black-brown-clear-glass__0845271_pe535510_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-black-brown-clear-glass__0748368_pe744956_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-black-brown-clear-glass__1001954_pe824550_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-black-brown-clear-glass__0657288_pe709735_s5.jpg?f=s,
